1132.694 1.51734e-13 2.10705e-14 0 0.098266
1132.704 1.3706e-13 2.00246e-14 0 0.088790
1132.714 1.16569e-13 1.84662e-14 0 0.075539
1132.724 1.36981e-13 2.0013e-14 0 0.088794
1132.734 1.83595e-13 2.31625e-14 0 0.119047
1132.744 1.25199e-13 1.91309e-14 0 0.081207
1132.754 1.22239e-13 1.89005e-14 0 0.079312
1132.764 1.30939e-13 1.95566e-14 0 0.084983
1132.774 1.33822e-13 1.9768e-14 0 0.086881
1132.784 1.48339e-13 2.08066e-14 0 0.096336
1132.794 1.25001e-13 1.91007e-14 0 0.081205
1132.804 1.42415e-13 2.03829e-14 0 0.092546
1132.814 1.16173e-13 1.84104e-14 0 0.075517
1132.824 1.19037e-13 1.8634e-14 0 0.077402
1132.834 1.18971e-13 1.86283e-14 0 0.077384
1132.844 1.27644e-13 1.92917e-14 0 0.083050
1132.854 1.27605e-13 1.92859e-14 0 0.083051
1132.864 1.44997e-13 2.05514e-14 0 0.094400
1132.874 1.01352e-13 1.71885e-14 0 0.066005
1132.883 1.30369e-13 1.94845e-14 0 0.084929
1132.893 1.15815e-13 1.83652e-14 0 0.075471
1132.903 1.53479e-13 2.11323e-14 0 0.100046
1132.913 1.27322e-13 1.92496e-14 0 0.083021
1132.923 1.41783e-13 2.0307e-14 0 0.092479
1132.933 1.35943e-13 1.98826e-14 0 0.088697
1132.943 1.59074e-13 2.15008e-14 0 0.103821
1132.953 1.0976e-13 1.7867e-14 0 0.071658
1132.963 1.56067e-13 2.12917e-14 0 0.101922
1132.973 1.44403e-13 2.04815e-14 0 0.094334
1132.983 1.26982e-13 1.9207e-14 0 0.082979
1132.993 1.26943e-13 1.92012e-14 0 0.082979
1133.003 1.2689e-13 1.91953e-14 0 0.082970
1133.013 1.03719e-13 1.73593e-14 0 0.067840
1133.023 1.75979e-13 2.25878e-14 0 0.115139
1133.033 1.49905e-13 2.08486e-14 0 0.098110
1133.043 1.32518e-13 1.96031e-14 0 0.086757
1133.053 1.3246e-13 1.95967e-14 0 0.086746
1133.063 1.46857e-13 2.06273e-14 0 0.096205
1133.073 1.15046e-13 1.82638e-14 0 0.075388
1133.083 1.46764e-13 2.06162e-14 0 0.096203
1133.093 1.35173e-13 1.97849e-14 0 0.088633
1133.103 1.81284e-13 2.28983e-14 0 0.118904
1133.113 1.66808e-13 2.1964e-14 0 0.109443
1133.123 1.35047e-13 1.97664e-14 0 0.088632
1133.133 1.66695e-13 2.19511e-14 0 0.109437
1133.142 1.63756e-13 2.17535e-14 0 0.107541
1133.152 1.40668e-13 2.01637e-14 0 0.092406
1133.162 1.3775e-13 1.99516e-14 0 0.090518
1133.172 1.23289e-13 1.88765e-14 0 0.081040
1133.182 1.60661e-13 2.15351e-14 0 0.105638
1133.192 1.11699e-13 1.79672e-14 0 0.073467
1133.202 1.31808e-13 1.95064e-14 0 0.086720
1133.212 1.43283e-13 2.03307e-14 0 0.094299
1133.222 1.1449e-13 1.81778e-14 0 0.075373
1133.232 1.46067e-13 2.05203e-14 0 0.096191
1133.242 1.83357e-13 2.29792e-14 0 0.120784
1133.252 1.77563e-13 2.2611e-14 0 0.117004
1133.262 1.54524e-13 2.10949e-14 0 0.101854
1133.272 1.68831e-13 2.20439e-14 0 0.111319
1133.282 1.65907e-13 2.18491e-14 0 0.109424
1133.292 2.00272e-13 2.39957e-14 0 0.132130
1133.302 1.28517e-13 1.92333e-14 0 0.084816
1133.312 1.45663e-13 2.04695e-14 0 0.096161
1133.322 1.25573e-13 1.90067e-14 0 0.082924
1133.332 1.25536e-13 1.90011e-14 0 0.082925
1133.342 1.74183e-13 2.23665e-14 0 0.115096
1133.352 1.45499e-13 2.04445e-14 0 0.096172
1133.362 1.45472e-13 2.04386e-14 0 0.096183
1133.372 1.11097e-13 1.7868e-14 0 0.073478
1133.382 1.25369e-13 1.89737e-14 0 0.082942
1133.392 1.31031e-13 1.93915e-14 0 0.086715
