  1390.000    0.8987    0.9997 
  1390.010    0.8866    0.9997 
  1390.020    0.9784    0.9997 
  1390.030    0.9747    0.9997 
  1390.040    1.0044    0.9996 
  1390.050    1.0438    0.9996 
  1390.060    0.9267    0.9996 
  1390.070    0.9853    0.9996 
  1390.080    1.0214    0.9996 
  1390.090    0.9741    0.9995 
  1390.100    1.0392    0.9995 
  1390.110    1.1383    0.9995 
  1390.120    0.9809    0.9995 
  1390.130    0.9211    0.9995 
  1390.140    1.0056    0.9995 
  1390.150    1.0300    0.9995 
  1390.160    0.9694    0.9995 
  1390.170    0.9663    0.9995 
  1390.180    0.9936    0.9995 
  1390.190    1.0759    0.9995 
  1390.200    1.0324    0.9995 
  1390.210    1.0268    0.9995 
  1390.220    1.0640    0.9995 
  1390.230    1.0411    0.9995 
  1390.240    1.0656    0.9994 
  1390.250    1.0268    0.9994 
  1390.260    0.9585    0.9994 
  1390.270    0.9224    0.9994 
  1390.280    0.8912    0.9994 
  1390.290    0.9812    0.9994 
  1390.300    1.2363    0.9994 
  1390.310    1.2653    0.9994 
  1390.320    1.1106    0.9994 
  1390.330    1.1059    0.9994 
  1390.340    1.0848    0.9994 
  1390.350    1.1119    0.9994 
  1390.360    1.0039    0.9994 
  1390.370    1.0032    0.9994 
  1390.380    1.0234    0.9994 
  1390.390    1.0508    0.9994 
  1390.400    1.1489    0.9994 
  1390.410    1.1572    0.9994 
  1390.420    1.0849    0.9994 
  1390.430    0.9694    0.9994 
  1390.440    1.0009    0.9994 
  1390.450    1.0252    0.9994 
  1390.460    1.1010    0.9994 
  1390.470    1.1898    0.9994 
  1390.480    1.1178    0.9994 
  1390.490    1.0783    0.9994 
  1390.500    1.0044    0.9994 
  1390.510    1.0471    0.9994 
  1390.520    1.0870    0.9994 
  1390.530    1.0071    0.9993 
  1390.540    1.0780    0.9993 
  1390.550    1.1130    0.9993 
  1390.560    1.1108    0.9993 
  1390.570    1.1309    0.9993 
  1390.580    1.0894    0.9993 
  1390.590    1.0196    0.9993 
  1390.600    1.0327    0.9993 
  1390.610    1.0273    0.9993 
  1390.620    0.9553    0.9993 
  1390.630    1.0028    0.9993 
  1390.640    1.0527    0.9993 
  1390.650    1.0347    0.9993 
