#TIME(d) COUNTS ERROR
1410.9329634123844 69.90255676833509 21.495146482192144
1410.9537974762625 70.50604229884806 21.495146482192144
1411.0162996767326 69.87627621893216 21.495146482192144
1411.0371337470224 69.09815140989629 21.495146482192144
1411.0788018932988 68.72185838265264 21.495146482192144
1411.0996359692986 66.65325597008696 21.495146482192144
1411.1204700471399 67.23788040379439 21.495146482192144
1411.1413041267188 67.29425929476659 21.495146482192144
1411.1621382078888 68.88309126114538 21.495146482192144
1411.1829722904645 70.31327829460228 21.495146482192144
1411.2038063742245 71.02621155376309 21.495146482192144
1411.2246404589187 72.25978367636377 21.495146482192144
1411.2454745442622 72.14853421114053 21.495146482192144
1411.266308629952 72.70438079174515 21.495146482192144
1411.2871427156672 72.24833921166918 21.495146482192144
1411.3079768010732 70.17885466407463 21.495146482192144
1411.3288108858296 70.14759520123847 21.495146482192144
1411.3496449695956 69.4152005196819 21.495146482192144
1411.370479052034 68.74754163208627 21.495146482192144
1411.3913131328213 68.79433927040472 21.495146482192144
1411.4121472116467 68.58938674071048 21.495146482192144
1411.4329812882268 68.98344986190548 21.495146482192144
1411.4538153623012 68.37332559989744 21.495146482192144
1411.4746494336387 71.32056000681678 21.495146482192144
1411.4954835020485 72.52630316693637 21.495146482192144
1411.5163175673756 71.33919416102802 21.495146482192144
1411.5371516295077 72.44352821248889 21.495146482192144
1411.5579856883714 72.15139384415939 21.495146482192144
1411.5788197439433 71.85196226879417 21.495146482192144
1411.5996537962415 71.11554154957197 21.495146482192144
1411.6204878453307 70.10989055386274 21.495146482192144
1411.6413218913146 68.85299251808833 21.495146482192144
1411.6621559343428 67.14125925697053 21.495146482192144
1411.682989974604 67.03600712708516 21.495146482192144
1411.7038240123202 68.1364891212954 21.495146482192144
1411.7246580477479 67.31430561149871 21.495146482192144
1411.7454920811679 69.0442521963532 21.495146482192144
1411.7663261128855 69.71903877508092 21.495146482192144
1411.7871601432255 70.2877484598789 21.495146482192144
1411.8288282011117 71.94609867990815 21.495146482192144
1411.8496622293394 71.21911493510915 21.495146482192144
1411.8704962575416 71.4306294003409 21.495146482192144
1411.8913302860403 70.35893543826727 21.495146482192144
1411.912164315143 69.11092944711872 21.495146482192144
1411.9746664087804 66.47168533835027 21.495146482192144
1411.9955004428523 67.48494683067355 21.495146482192144
1412.0163344786383 67.85858765189145 21.495146482192144
1412.0371685162495 68.78424658887856 21.495146482192144
1412.0580025557526 70.26794352394164 21.495146482192144
1412.0788365971687 70.68983239265538 21.495146482192144
1412.099670640479 71.24901106308799 21.495146482192144
1412.1205046856153 70.45056769924764 21.495146482192144
1412.141338732466 71.2046620854328 21.495146482192144
1412.1621727808827 70.5441619586875 21.495146482192144
1412.183006830674 69.50588215150404 21.495146482192144
1412.2038408816143 68.4393612388363 21.495146482192144
1412.224674933447 68.01084665780711 21.495146482192144
1412.2455089858872 67.0317523764714 21.495146482192144
1412.3496792459948 70.74872754035236 21.495146482192144
1412.3705132952434 70.65784965825713 21.495146482192144
1412.3913473427951 71.56386492575628 21.495146482192144
1412.4121813883417 70.69931112536548 21.495146482192144
1412.4330154316015 69.55163397538932 21.495146482192144
1412.4538494723204 70.40478748814839 21.495146482192144
1412.4746835102712 69.98024341477092 21.495146482192144
1412.4955175452676 67.19182004513804 21.495146482192144
1412.5163515771594 68.43023226883389 21.495146482192144
1412.5371856058396 68.23546475158378 21.495146482192144
1412.558019631243 68.21012052970751 21.495146482192144
1412.5788536533496 68.09761817097144 21.495146482192144
1412.599687672184 68.6715191923917 21.495146482192144
1412.620521687815 68.95873294871149 21.495146482192144
1412.6413557003552 70.30762194022763 21.495146482192144
1412.6621897099583 72.0922843757302 21.495146482192144
1412.6830237168167 71.4770496547942 21.495146482192144
1412.703857721158 72.69473350363609 21.495146482192144
1412.7246917232417 71.36509551835036 21.495146482192144
1412.745525723352 69.98872144250964 21.495146482192144
1412.766359721798 70.8090018476327 21.495146482192144
1412.7871937189043 68.13848024995407 21.495146482192144
1412.8080277150061 67.67095574391357 21.495146482192144
1412.8288617104458 66.85723439238245 21.495146482192144
1412.8496957055627 68.25945105002253 21.495146482192144
1412.8705297006902 68.32982443246607 21.495146482192144
1412.8913636961543 69.26390941588068 21.495146482192144
1412.912197692255 70.16149213108434 21.495146482192144
1412.9330316892754 70.38790965596138 21.495146482192144
1412.9538656874704 70.95278153382728 21.495146482192144
1412.97469968706 71.91016000576639 21.495146482192144
1412.9955336882292 70.85738907668794 21.495146482192144
1413.0163676911257 70.4625468646026 21.495146482192144
1413.0372016958552 70.33383038849044 21.495146482192144
1413.0580357024762 69.34885557375702 21.495146482192144
1413.0788697110088 69.41087755393642 21.495146482192144
1413.0997037214227 68.16254199022048 21.495146482192144
1413.1205377336473 67.10924281484678 21.495146482192144
1413.1413717475652 68.53392522760153 21.495146482192144
1413.1622057630204 67.76916315367684 21.495146482192144
1413.1830397798194 69.30948204681225 21.495146482192144
1413.2038737977318 69.85288230901672 21.495146482192144
1413.2247078164967 71.42864254705688 21.495146482192144
1413.2872098749253 71.07912008816342 21.495146482192144
1413.3080438940337 69.62983324657023 21.495146482192144
1413.3288779123943 70.37288637198975 21.495146482192144
1413.349711929666 68.30435928257668 21.495146482192144
1413.3705459455175 68.69547483474193 21.495146482192144
1413.3913799596248 68.1735175870412 21.495146482192144
1413.412213971686 65.97309025860491 21.495146482192144
1413.4330479814212 68.23747980831546 21.495146482192144
1413.4538819885795 68.14569972790349 21.495146482192144
1413.4747159929389 69.25159360942429 21.495146482192144
1413.4955499943187 69.80423766427745 21.495146482192144
1413.5163839925726 70.4076647328463 21.495146482192144
1413.5372179875994 72.67265358432742 21.495146482192144
1413.5580519793418 71.1929047608932 21.495146482192144
1413.5788859677825 70.92487159440792 21.495146482192144
1413.5997199529534 70.9308123366997 21.495146482192144
1413.620553934929 69.61985278553755 21.495146482192144
1413.6413879138288 69.42731377891401 21.495146482192144
1413.6622218898108 67.68802201504627 21.495146482192144
1413.6830558630709 67.46083209342747 21.495146482192144
1413.7038898338412 66.87448844737168 21.495146482192144
1413.7247238023872 67.72704949027745 21.495146482192144
1413.745557768995 67.38921794970801 21.495146482192144
1413.7663917339753 69.33857301341406 21.495146482192144
1413.787225697656 70.94685474733231 21.495146482192144
1413.8080596603725 71.98821848442019 21.495146482192144
1413.8288936224678 71.48937046295543 21.495146482192144
1413.8497275842792 71.27791146947264 21.495146482192144
1413.8705615461427 72.02354826991112 21.495146482192144
1413.8913955083779 70.2810161897936 21.495146482192144
1413.9122294712845 69.84527851427316 21.495146482192144
1413.974731366675 66.61900563290712 21.495146482192144
1413.995565334748 67.25054264955135 21.495146482192144
1414.037233276212 68.23748914457846 21.495146482192144
1414.0580672497574 69.52315153470356 21.495146482192144
1414.0789012252071 70.18428230640508 21.495146482192144
1414.0997352025283 71.40643074652645 21.495146482192144
1414.120569181642 71.47690932439222 21.495146482192144
1414.1622371447247 70.80938332916166 21.495146482192144
1414.1830711283317 69.8150357060127 21.495146482192144
1414.2247390985128 67.93471319139427 21.495146482192144
1414.2455730845302 67.24172696871744 21.495146482192144
1414.2664070707574 68.6120407722923 21.495146482192144
1414.2872410568664 67.78565966233464 21.495146482192144
1414.3080750425208 68.65840931886802 21.495146482192144
1414.328909027379 68.89077157185082 21.495146482192144
1414.3497430111006 69.39011414131983 21.495146482192144
1414.3705769933538 71.1549267499633 21.495146482192144
1414.3914109738191 72.13721181558614 21.495146482192144
1414.4122449521965 71.2904371085557 21.495146482192144
1414.47474687218 69.40895707640777 21.495146482192144
1414.5164148041677 68.21576967211739 21.495146482192144
1414.5372487653472 68.00663327241756 21.495146482192144
1414.5580827232334 66.98254401628571 21.495146482192144
1414.5789166778166 67.95762897253054 21.495146482192144
1414.5997506291326 68.20075877834705 21.495146482192144
1414.6205845772636 68.75270710288876 21.495146482192144
1414.6414185223323 69.25991044479477 21.495146482192144
1414.6622524645031 71.53735723047981 21.495146482192144
1414.6830864039769 71.89908629637006 21.495146482192144
1414.7039203409902 72.13385477527352 21.495146482192144
1414.7247542758103 72.46180332069135 21.495146482192144
1414.7455882087288 70.84632870582664 21.495146482192144
1414.766422140058 69.07365648377693 21.495146482192144
1414.7872560701264 69.41517700245123 21.495146482192144
1414.808089999272 68.55044967018037 21.495146482192144
1414.8289239278374 68.12983436048194 21.495146482192144
1414.8497578561594 68.1178801995104 21.495146482192144
1414.8705917845716 67.73236927351994 21.495146482192144
1414.8914257133924 68.20772964328701 21.495146482192144
1414.9122596429188 70.96660055616172 21.495146482192144
1414.9330935734263 70.49544000500116 21.495146482192144
1414.9747614383348 71.58810961126977 21.495146482192144
1414.9955953731253 71.58633221704048 21.495146482192144
1415.0164293096648 70.82051988638979 21.495146482192144
1415.0372632480482 69.53748390317223 21.495146482192144
1415.0580971883269 68.47844760587631 21.495146482192144
1415.0789311305039 68.18994611800593 21.495146482192144
