#WAVELENGTH FLUX ERROR DQ
1128.8694350197482 0.0 0.0 128
1128.879401341444 0.0 0.0 128
1128.88936766314 0.0 0.0 128
1128.8993339848362 0.0 0.0 128
1128.9093003065323 0.0 0.0 128
1128.9192666282283 0.0 0.0 128
1128.9292329499244 0.0 0.0 128
1128.9391992716205 0.0 0.0 128
1128.9491655933164 0.0 0.0 128
1128.9591319150124 0.0 0.0 128
1128.9690982367085 0.0 0.0 0
1128.9790645584046 0.0 0.0 0
1128.9890308801007 0.0 0.0 0
1128.9989972017968 0.0 0.0 0
1129.0089635234929 0.0 0.0 0
1129.0189298451887 0.0 0.0 0
1129.0288961668848 0.0 0.0 0
1129.038862488581 0.0 0.0 0
1129.048828810277 0.0 0.0 0
1129.058795131973 0.0 0.0 0
1129.0687614536691 0.0 0.0 0
1129.0787277753652 0.0 0.0 0
1129.088694097061 0.0 0.0 0
1129.0986604187572 0.0 0.0 0
1129.1086267404532 0.0 0.0 0
1129.1185930621493 0.0 0.0 0
1129.1285593838454 0.0 0.0 0
1129.1385257055415 0.0 0.0 0
1129.1484920272376 0.0 0.0 0
1129.1584583489334 0.0 0.0 0
1129.1684246706295 0.0 0.0 0
1129.1783909923256 0.0 0.0 0
1129.1883573140217 0.0 0.0 0
1129.1983236357178 0.0 0.0 0
1129.2082899574139 0.0 0.0 0
1129.21825627911 0.0 0.0 0
1129.2282226008058 0.0 0.0 0
1129.2381889225019 0.0 0.0 0
1129.248155244198 0.0 0.0 0
1129.258121565894 0.0 0.0 0
1129.2680878875901 0.0 0.0 0
1129.2780542092862 0.0 0.0 0
1129.2880205309823 0.0 0.0 0
1129.2979868526782 0.0 0.0 0
1129.3079531743742 0.0 0.0 0
1129.3179194960703 0.0 0.0 0
1129.3278858177664 0.0 0.0 0
1129.3378521394625 0.0 0.0 0
1129.3478184611586 0.0 0.0 0
1129.3577847828547 0.0 0.0 0
1129.3677511045507 0.0 0.0 0
1129.3777174262466 0.0 0.0 0
1129.3876837479427 0.0 0.0 0
1129.3976500696388 0.0 0.0 0
1129.4076163913348 0.0 0.0 0
1129.417582713031 0.0 0.0 0
1129.427549034727 0.0 0.0 0
1129.437515356423 0.0 0.0 0
1129.447481678119 0.0 0.0 0
1129.457447999815 0.0 0.0 0
1129.4674143215111 0.0 0.0 0
1129.4773806432072 0.0 0.0 0
1129.4873469649033 0.0 0.0 0
1129.4973132865994 0.0 0.0 0
1129.5072796082954 0.0 0.0 0
1129.5172459299913 0.0 0.0 0
1129.5272122516874 0.0 0.0 0
1129.5371785733835 0.0 0.0 0
1129.5471448950796 0.0 0.0 0
1129.5571112167756 0.0 0.0 0
1129.5670775384717 0.0 0.0 0
1129.5770438601678 0.0 0.0 0
1129.5870101818637 0.0 0.0 0
1129.5969765035597 0.0 0.0 0
1129.6069428252558 0.0 0.0 0
1129.616909146952 0.0 0.0 0
1129.626875468648 0.0 0.0 0
1129.636841790344 0.0 0.0 0
1129.6468081120402 0.0 0.0 0
1129.656774433736 0.0 0.0 0
1129.666740755432 0.0 0.0 0
1129.6767070771282 0.0 0.0 0
1129.6866733988243 0.0 0.0 0
1129.6966397205204 0.0 0.0 0
1129.7066060422164 0.0 0.0 0
1129.7165723639125 0.0 0.0 0
1129.7265386856084 0.0 0.0 0
1129.7365050073045 0.0 0.0 0
1129.7464713290005 0.0 0.0 0
1129.7564376506966 0.0 0.0 0
1129.7664039723927 0.0 0.0 0
1129.7763702940888 0.0 0.0 0
1129.7863366157849 0.0 0.0 0
1129.7963029374807 0.0 0.0 0
1129.8062692591768 0.0 0.0 0
1129.816235580873 0.0 0.0 0
1129.826201902569 0.0 0.0 0
1129.836168224265 0.0 0.0 0
1129.8461345459611 0.0 0.0 0
1129.8561008676572 0.0 0.0 0
1129.866067189353 0.0 0.0 0
1129.8760335110492 0.0 0.0 0
1129.8859998327453 0.0 0.0 0
1129.8959661544413 0.0 0.0 0
1129.9059324761374 0.0 0.0 0
1129.9158987978335 0.0 0.0 0
1129.9258651195296 0.0 0.0 0
1129.9358314412254 0.0 0.0 0
1129.9457977629215 0.0 0.0 0
1129.9557640846176 0.0 0.0 0
1129.9657304063137 0.0 0.0 0
1129.9756967280098 0.0 0.0 0
1129.9856630497059 0.0 0.0 0
1129.995629371402 0.0 0.0 0
1130.0055956930978 0.0 0.0 0
1130.0155620147939 0.0 0.0 0
1130.02552833649 0.0 0.0 0
1130.035494658186 0.0 0.0 0
1130.0454609798821 0.0 0.0 0
1130.0554273015782 0.0 0.0 0
1130.0653936232743 0.0 0.0 0
1130.0753599449702 0.0 0.0 0
1130.0853262666662 0.0 0.0 0
1130.0952925883623 0.0 0.0 0
1130.1052589100584 0.0 0.0 0
1130.1152252317545 0.0 0.0 0
1130.1251915534506 0.0 0.0 0
1130.1351578751467 0.0 0.0 0
1130.1451241968425 0.0 0.0 0
1130.1550905185386 0.0 0.0 0
1130.1650568402347 0.0 0.0 0
1130.1750231619308 0.0 0.0 0
1130.1849894836269 0.0 0.0 0
1130.194955805323 0.0 0.0 0
1130.204922127019 0.0 0.0 0
1130.214888448715 0.0 0.0 0
1130.224854770411 0.0 0.0 0
1130.234821092107 0.0 0.0 0
1130.2447874138031 0.0 0.0 0
1130.2547537354992 0.0 0.0 0
1130.2647200571953 0.0 0.0 0
1130.2746863788914 0.0 0.0 0
1130.2846527005875 0.0 0.0 0
1130.2946190222833 0.0 0.0 0
1130.3045853439794 0.0 0.0 0
1130.3145516656755 0.0 0.0 0
1130.3245179873716 0.0 0.0 0
1130.3344843090676 0.0 0.0 0
1130.3444506307637 0.0 0.0 0
1130.3544169524598 0.0 0.0 0
1130.3643832741557 0.0 0.0 0
1130.3743495958518 0.0 0.0 0
1130.3843159175478 0.0 0.0 0
1130.394282239244 0.0 0.0 0
1130.40424856094 0.0 0.0 0
1130.414214882636 0.0 0.0 0
1130.4241812043322 0.0 0.0 0
1130.434147526028 0.0 0.0 0
1130.444113847724 0.0 0.0 0
1130.4540801694202 0.0 0.0 0
1130.4640464911163 0.0 0.0 0
1130.4740128128124 0.0 0.0 0
1130.4839791345084 0.0 0.0 0
1130.4939454562045 0.0 0.0 0
1130.5039117779004 0.0 0.0 0
1130.5138780995965 0.0 0.0 0
1130.5238444212926 0.0 0.0 0
1130.5338107429886 0.0 0.0 0
1130.5437770646847 0.0 0.0 0
1130.5537433863808 0.0 0.0 0
1130.5637097080769 0.0 0.0 0
1130.5736760297727 0.0 0.0 0
1130.5836423514688 0.0 0.0 0
1130.593608673165 0.0 0.0 0
1130.603574994861 0.0 0.0 0
1130.613541316557 0.0 0.0 0
1130.6235076382532 0.0 0.0 0
1130.6334739599492 0.0 0.0 0
1130.643440281645 0.0 0.0 0
1130.6534066033412 0.0 0.0 0
1130.6633729250373 0.0 0.0 0
1130.6733392467333 0.0 0.0 0
1130.6833055684294 0.0 0.0 0
1130.6932718901255 0.0 0.0 0
1130.7032382118216 0.0 0.0 0
1130.7132045335175 0.0 0.0 0
1130.7231708552135 0.0 0.0 0
1130.7331371769096 0.0 0.0 0
1130.7431034986057 0.0 0.0 0
1130.7530698203018 0.0 0.0 0
1130.7630361419979 0.0 0.0 0
1130.773002463694 0.0 0.0 0
1130.7829687853898 0.0 0.0 0
1130.792935107086 0.0 0.0 0
1130.802901428782 0.0 0.0 0
1130.812867750478 0.0 0.0 0
1130.8228340721741 0.0 0.0 0
1130.8328003938702 0.0 0.0 0
1130.8427667155663 0.0 0.0 0
1130.8527330372622 0.0 0.0 0
1130.8626993589583 0.0 0.0 0
1130.8726656806543 0.0 0.0 0
1130.8826320023504 0.0 0.0 0
1130.8925983240465 0.0 0.0 0
1130.9025646457426 0.0 0.0 0
1130.9125309674387 0.0 0.0 0
1130.9224972891345 0.0 0.0 0
1130.9324636108306 0.0 0.0 0
1130.9424299325267 0.0 0.0 0
1130.9523962542228 0.0 0.0 0
1130.9623625759189 0.0 0.0 0
1130.972328897615 0.0 0.0 0
1130.982295219311 0.0 0.0 0
1130.992261541007 0.0 0.0 0
1131.002227862703 0.0 0.0 0
1131.012194184399 0.0 0.0 0
1131.0221605060951 0.0 0.0 0
1131.0321268277912 0.0 0.0 0
1131.0420931494873 0.0 0.0 0
1131.0520594711834 0.0 0.0 0
1131.0620257928795 0.0 0.0 0
1131.0719921145753 0.0 0.0 0
1131.0819584362714 0.0 0.0 0
1131.0919247579675 0.0 0.0 0
1131.1018910796636 0.0 0.0 0
1131.1118574013597 0.0 0.0 0
1131.1218237230557 0.0 0.0 0
1131.1317900447518 0.0 0.0 0
1131.1417563664477 0.0 0.0 0
1131.1517226881438 3.2290381306310234e-13 3.97933401995957e-14 0
1131.1616890098398 2.785025357034121e-13 3.72247839378146e-14 0
1131.171655331536 2.944939214363784e-13 3.816703355273565e-14 0
1131.181621653232 2.8640802294914447e-13 3.7689140952026565e-14 0
1131.191587974928 2.944033905549759e-13 3.815572396882391e-14 0
1131.2015542966242 3.0032744412038237e-13 2.721779100928537e-14 0
1131.21152061832 3.103608678649977e-13 2.7619559064958818e-14 0
1131.2214869400161 3.1234043129657607e-13 2.7695585354172575e-14 0
1131.2314532617122 2.901334229289676e-13 2.6791245545838838e-14 0
1131.2414195834083 2.6991749764102013e-13 2.593487998957169e-14 0
1131.2513859051044 3.040465828326594e-13 2.7357617514152215e-14 0
1131.2613522268005 2.5374621566258415e-13 2.522069060756707e-14 0
1131.2713185484965 2.5564909889551346e-13 2.530575812645982e-14 0
1131.2812848701924 2.5960668077057436e-13 2.547828687935426e-14 0
1131.2912511918885 3.098337829788439e-13 2.758159843639467e-14 0
1131.3012175135846 2.837187407754571e-13 2.6508367034642003e-14 0
1131.3111838352806 2.574855205352694e-13 2.5372180756117607e-14 0
1131.3211501569767 3.3175071305520387e-13 2.843962587130433e-14 0
1131.3311164786728 3.117025138433399e-13 2.7647438307384746e-14 0
1131.341082800369 3.256893181795978e-13 2.8193525530677277e-14 0
1131.3510491220648 3.2362423830166465e-13 2.8113792625286335e-14 0
1131.3610154437608 3.0546656241796366e-13 2.7388766303754544e-14 0
1131.370981765457 3.2146588993184344e-13 2.8025553815039066e-14 0
1131.380948087153 2.8730796496241606e-13 2.6639685940586626e-14 0
1131.390914408849 2.691371160223194e-13 2.5863607249257924e-14 0
1131.4008807305452 2.8309377953818216e-13 2.6452964303627993e-14 0
1131.4108470522413 3.211875210240578e-13 2.800247724942407e-14 0
1131.420813373937 2.7507992628530986e-13 2.610645159523573e-14 0
1131.4307796956332 2.99010355321247e-13 2.7107017734509346e-14 0
1131.4407460173293 3.00986069835113e-13 2.7184201070729053e-14 0
1131.4507123390254 2.7086435850330604e-13 2.592723805832156e-14 0
1131.4606786607214 3.028203501755783e-13 2.7257050986390606e-14 0
1131.4706449824175 3.689141006568697e-13 2.9800004830307994e-14 0
1131.4806113041136 3.649136656909413e-13 2.965419319063585e-14 0
1131.4905776258095 2.9275391247481075e-13 2.6839216409773638e-14 0
1131.5005439475055 2.865951833491698e-13 2.658204196039418e-14 0
1131.5105102692016 3.345752223448545e-13 2.8497766212803866e-14 0
1131.5204765908977 3.4059146019997655e-13 2.872477104266802e-14 0
1131.5304429125938 3.3853806260045194e-13 2.8648795575431096e-14 0
1131.5404092342899 2.904320393123244e-13 2.6731861759972733e-14 0
1131.550375555986 3.343211666707868e-13 2.847931105894909e-14 0
1131.5603418776818 3.223063634559542e-13 2.800519791925065e-14 0
1131.570308199378 2.982248237422269e-13 2.7042638148320336e-14 0
1131.580274521074 2.9616990825966083e-13 2.6957558770966325e-14 0
1131.59024084277 3.341100454027496e-13 2.846131330288583e-14 0
1131.6002071644662 3.381101280029719e-13 2.8611841222008286e-14 0
1131.6101734861622 3.320155836459421e-13 2.8373616593724803e-14 0
1131.6201398078583 3.5792985871203886e-13 2.9360425223869113e-14 0
1131.6301061295542 3.6788963802408814e-13 2.972613339291205e-14 0
1131.6400724512503 3.278628995899424e-13 2.8203574729563502e-14 0
1131.6500387729463 3.357467298972794e-13 2.851298231266834e-14 0
1131.6600050946424 3.3968306140975957e-13 2.865437582848761e-14 0
1131.6699714163385 3.017161173679561e-13 2.7163182795175884e-14 0
1131.6799377380346 2.5772369264751016e-13 2.5309029367702116e-14 0
1131.6899040597307 3.194671903319207e-13 2.7869484606375672e-14 0
1131.6998703814265 3.0350919802586696e-13 2.7225522726027906e-14 0
1131.7098367031226 2.715005141280119e-13 2.5896702520573044e-14 0
1131.7198030248187 3.312357712333819e-13 2.8320983660448315e-14 0
1131.7297693465148 2.734319931932405e-13 2.597603901454467e-14 0
