1390.0000 0.9344 0.9971
1390.0100 0.9341 0.9969
1390.0200 0.9177 0.9968
1390.0300 0.9376 0.9966
1390.0400 0.9386 0.9964
1390.0500 1.0284 0.9962
1390.0600 0.9804 0.9960
1390.0700 0.9348 0.9958
1390.0800 0.9066 0.9956
1390.0900 0.9078 0.9954
1390.1000 1.0007 0.9953
1390.1100 0.9230 0.9951
1390.1200 0.9395 0.9950
1390.1300 0.9401 0.9949
1390.1400 0.9933 0.9948
1390.1500 0.9860 0.9948
1390.1600 0.9355 0.9947
1390.1700 1.0301 0.9946
1390.1800 1.0024 0.9946
1390.1900 0.9933 0.9946
1390.2000 0.9340 0.9945
1390.2100 1.0453 0.9945
1390.2200 0.9025 0.9944
1390.2300 0.9952 0.9944
1390.2400 0.9293 0.9944
1390.2500 0.9640 0.9943
1390.2600 0.9537 0.9943
1390.2700 0.9570 0.9943
1390.2800 0.9255 0.9942
1390.2900 1.0045 0.9942
1390.3000 0.9990 0.9942
1390.3100 0.9482 0.9941
1390.3200 1.0140 0.9941
1390.3300 0.9087 0.9940
1390.3400 0.9959 0.9940
1390.3500 0.9798 0.9940
1390.3600 0.9292 0.9939
1390.3700 0.9083 0.9939
1390.3800 1.0014 0.9939
1390.3900 1.0372 0.9938
1390.4000 1.0162 0.9938
1390.4100 0.9845 0.9937
1390.4200 0.9216 0.9937
1390.4300 0.9473 0.9936
1390.4400 0.9490 0.9936
1390.4500 0.9436 0.9936
1390.4600 0.9453 0.9935
1390.4700 0.9463 0.9935
1390.4800 0.9520 0.9934
1390.4900 0.9059 0.9934
1390.5000 0.9464 0.9933
1390.5100 0.8944 0.9933
1390.5200 0.8680 0.9933
1390.5300 0.9283 0.9932
1390.5400 0.9329 0.9932
1390.5500 0.9117 0.9931
1390.5600 0.9728 0.9931
1390.5700 0.9299 0.9930
1390.5800 0.8835 0.9930
1390.5900 0.9108 0.9929
1390.6000 0.9557 0.9929
1390.6100 0.9413 0.9928
1390.6200 0.9285 0.9928
1390.6300 0.9329 0.9927
1390.6400 0.9601 0.9927
1390.6500 0.9791 0.9926
1390.6600 0.9797 0.9925
1390.6700 1.0216 0.9925
1390.6800 0.9593 0.9924
1390.6900 0.9185 0.9924
1390.7000 0.9103 0.9923
1390.7100 0.9532 0.9923
1390.7200 1.0489 0.9922
1390.7300 0.9835 0.9922
1390.7400 0.9273 0.9921
1390.7500 0.9692 0.9920
1390.7600 0.9671 0.9920
1390.7700 0.9626 0.9919
1390.7800 0.9578 0.9918
1390.7900 0.9412 0.9918
1390.8000 0.9004 0.9917
1390.8100 0.9033 0.9917
1390.8200 0.9364 0.9916
1390.8300 0.9590 0.9915
1390.8400 0.9819 0.9915
1390.8500 0.9869 0.9914
1390.8600 0.9570 0.9913
1390.8700 0.9210 0.9913
1390.8800 0.9191 0.9912
1390.8900 0.9320 0.9911
1390.9000 0.9476 0.9910
1390.9100 0.9540 0.9910
1390.9200 0.9215 0.9909
1390.9300 0.8763 0.9908
1390.9400 0.9199 0.9907
1390.9500 0.9103 0.9907
1390.9600 0.8791 0.9906
1390.9700 0.9503 0.9905
1390.9800 0.9434 0.9904
1390.9900 0.9474 0.9903
1391.0000 0.9479 0.9903
1391.0100 0.9447 0.9902
1391.0200 0.9916 0.9901
1391.0300 0.9591 0.9900
1391.0400 0.9104 0.9899
1391.0500 0.9253 0.9898
1391.0600 0.9454 0.9897
1391.0700 0.9208 0.9896
1391.0800 0.9194 0.9895
1391.0900 0.9446 0.9894
1391.1000 0.9454 0.9894
1391.1100 0.9413 0.9893
1391.1200 0.9412 0.9892
1391.1300 0.9659 0.9891
1391.1400 1.0255 0.9890
1391.1500 1.0445 0.9889
1391.1600 0.9620 0.9887
1391.1700 0.9209 0.9886
1391.1800 0.9618 0.9885
1391.1900 0.9490 0.9884
1391.2000 0.8875 0.9883
1391.2100 0.9511 0.9882
1391.2200 0.9473 0.9881
1391.2300 0.9428 0.9880
1391.2400 0.9699 0.9878
1391.2500 1.0180 0.9877
1391.2600 1.0396 0.9876
1391.2700 0.9834 0.9875
1391.2800 0.9480 0.9874
1391.2900 0.9337 0.9872
1391.3000 0.9892 0.9871
1391.3100 1.0158 0.9870
1391.3200 0.9397 0.9868
1391.3300 0.9109 0.9867
1391.3400 0.9224 0.9865
1391.3500 0.9071 0.9864
1391.3600 0.9318 0.9863
1391.3700 0.9410 0.9861
1391.3800 0.9723 0.9860
1391.3900 0.9324 0.9858
1391.4000 0.8787 0.9856
1391.4100 0.9021 0.9855
1391.4200 0.8925 0.9853
1391.4300 1.0127 0.9852
1391.4400 0.9377 0.9850
1391.4500 0.9765 0.9848
1391.4600 0.9634 0.9846
1391.4700 0.9325 0.9845
1391.4800 0.9182 0.9843
1391.4900 0.8929 0.9841
1391.5000 0.9038 0.9839
1391.5100 0.8971 0.9837
1391.5200 0.9536 0.9835
1391.5300 1.0123 0.9833
1391.5400 0.9929 0.9831
1391.5500 1.0100 0.9829
1391.5600 0.9414 0.9827
1391.5700 0.8521 0.9825
1391.5800 0.9953 0.9822
1391.5900 0.9671 0.9820
1391.6000 0.9706 0.9818
1391.6100 0.9782 0.9815
