ID,ra,dec,pmRA,pmDEC,Tmag
14678222,127.035759005712,18.857606357423,4.6404,-7.66418,17.5609
20419950,127.187832767324,13.5975225333595,-34.2362,-4.92755,15.0669
14706400,127.264784757896,23.280886127113,-49.85,-11.71,16.2069
3666844,127.498660756059,26.9493005965216,2.05882,-1.3966,15.683
20486585,127.929250298542,12.1600092700645,-4.72194,-7.68978,17.2793
73431551,128.13788669432,61.1890491411391,-0.296653,-19.8194,17.0997
800980172,128.236505670133,23.063066228064,-12.3185,6.55737,18.7796
20497094,128.299525046201,17.5824885392473,-2.01073,-7.95132,16.4964
366631387,128.368429997108,11.1160598355059,-14.2442,1.12894,16.2369
800682450,128.543216799568,13.8987794869755,7.84082,-11.1335,17.9016
117159627,129.343512386851,26.9048299279828,-8.04321,-4.30782,16.7157
21277102,129.638204417109,14.0589322546594,10.518,-4.13446,16.0727
117221223,130.076030461013,26.9342212877577,-3.31076,-18.391,17.6151
117222738,130.23714439468,27.9204894755791,-17.2597,-14.6607,16.3031
337606763,130.331185793619,16.0258560275631,-14.9504,-1.22498,17.0922
396846999,130.779339464632,10.9879327961879,-7.13081,-20.8836,16.7057
350316506,131.327777381582,5.98658452839717,7.03781,-16.4641,15.4919
332023767,132.171591960937,23.3477113262493,-23.1795,-14.5374,15.8473
332022701,132.192414144122,19.4663986113561,0.648065,-17.1756,16.6457
137498001,132.226162942739,82.577031989114,46.0228,-7.27756,16.1264
262656049,132.600245379988,5.79940622279725,-41.5563,5.49962,13.8288
457103803,132.703434861745,60.2566204252578,35.749,-25.4656,17.3307
262684735,132.764626725563,5.03631395494971,-22.643,-0.506483,17.6681
437039339,133.008592053678,11.9000640977789,6.19841,-3.78745,16.4626
46309642,133.101781093127,14.5523539871502,44.2209,-56.9409,16.7279
126235164,133.221794262926,27.4391603725872,-5.11378,-29.858,15.1626
444033797,133.324484521865,11.7998947067982,-95.2495,-121.266,13.4007
444035337,133.400142818794,7.34264868179787,20.4358,-31.2199,16.9762
137504056,133.993122968067,83.4781854064262,0.486321,6.33556,15.7874
396847953,134.008464003222,9.63912670149905,-50.8267,14.1515,17.2071
437046169,134.422656529484,15.6516520355657,1.93318,-0.935569,17.3551
801318644,134.64810537238,28.2322834242634,0.0,0.0,19.0629
203214454,134.683377896273,19.8644774619081,-28.0836,-7.17239,17.0421
437052092,134.905916553525,12.8676902832438,-6.22721,-4.38664,15.6047
126349251,135.545713995486,25.4870937724785,12.2432,-3.6297,15.7711
801222823,136.155576203091,22.9106404238622,0.0,0.0,16.8893
270562165,136.272506748384,5.80328105782634,-23.9428,-19.5889,17.2912
138664433,136.512542916084,27.9902021736554,-81.94,-0.72,15.7214
323600021,136.671627253502,12.0536512921966,-11.3073,-3.50572,16.8792
270679102,137.050158892288,6.07252377646276,0.0,0.0,16.7902
150172148,137.35594091752,53.6168570766809,-21.7452,17.4631,16.6853
85978777,137.929553677304,22.4635740586515,3.59369,-6.09586,16.721
287097559,137.9810752349,54.0241372079076,-1.35848,-14.8612,16.9827
85979208,138.068259363854,23.7451866653927,-4.61399,-3.30309,16.8464
85991173,138.290449503295,22.5630181476254,-12.1982,-30.4205,16.1985
35245065,138.387748552347,12.7416196596454,10.4632,-27.7256,16.7391
800062181,139.090978710514,5.35534062383009,-8.03644,-4.09195,16.7909
86037700,139.300744441205,21.907176374881,0.0,0.0,17.4425
137670894,139.706495075483,54.9338622312136,-12.4399,2.46074,16.924
86103475,139.875639514614,21.3178982231316,-106.479,49.1195,16.1071
840049978,140.200190079593,10.959544064774,-12.048,6.58415,17.8371
55317078,140.40794012145,16.2273599494678,-27.8079,-6.93081,16.7071
86130486,140.502956951914,18.2872978031781,4.22014,-9.21978,16.8597
55378739,141.086352683687,12.6753755840477,7.08707,-5.84849,17.0732
414968812,141.141563020755,20.6722519223452,22.1181,-17.245,16.6076
312188496,141.246378130659,6.36946118184913,2.74174,-6.16457,16.4882
55382544,141.300830528294,17.081209013889,16.9894,-2.10346,16.7445
55397122,141.441542258455,13.1619781877087,-8.04921,-18.3227,15.8218
405646008,141.950951014106,11.8206508217787,-14.6745,-2.8063,15.9618
840035453,142.548306833017,9.88863906535187,77.2935,14.2424,17.381
286713478,142.691342542174,22.9992254862687,2.74652,5.62781,17.7997
192984526,142.863418511058,15.315317643386,-2.52099,-12.0149,15.9072
193014955,143.046062429006,13.4842569467448,-30.662,-4.67414,17.5691
193018924,143.457994584284,15.2885257744088,0.0,0.0,17.8305
286129831,143.616961571921,5.76170190617142,-10.8041,1.16985,17.2154
349824340,143.860122574684,24.9065495600492,4.25786,-21.1392,17.1384
263540635,144.538705540324,14.5102884306931,-12.2629,-10.6579,15.1162
328602973,144.827048482383,57.4835757457438,0.0,0.0,17.8765
840143205,144.907961265831,17.6648951488612,-2.29908,-2.69437,17.6168
159505112,145.092725060168,66.3418305408363,1.83603,-0.819259,16.6675
357133920,145.122460070528,52.5568906143428,6.89306,-9.49255,15.7532
357133817,145.146872139119,52.0020706584008,-7.60176,-17.9303,17.5368
307645841,145.261367949812,14.9147345623102,-7.34798,0.958813,16.4813
307645995,145.263716126349,14.20732954687,5.92214,-27.4964,15.998
86384276,146.009109972514,61.7188760578238,10.8861,-4.18648,17.139
59599273,146.136626867228,16.7681790715789,-8.49943,-28.4732,16.0412
87974589,146.668109300569,23.6259759649628,-68.7215,-40.5857,16.3944
446151507,147.224772173868,57.6660681374397,22.6653,-19.9843,17.6579
840189106,148.190571408389,18.3508337867993,-14.0977,-1.8008,15.5171
275250665,148.212437834922,5.94361438067486,-24.5327,-7.64258,16.6553
307951561,148.596288697491,24.0696979932973,-5.18159,-5.22148,17.2239
62816003,149.134186388888,-0.561495318378183,0.0,0.0,16.5446
26957413,149.527608784974,21.7342180106604,-12.6473,-6.96993,16.3211
358702596,149.863153383928,12.3183875252299,0.0,0.0,17.3549
27034467,151.264118280384,21.2011177885274,0.0,0.0,17.5161
21580696,151.403842645693,17.6834126686852,1.69287,-12.6459,16.6564
344926886,151.538226433607,0.738077674972147,-48.3975,14.1124,16.9825
357333734,152.049487112188,16.4139921869083,-11.5606,13.3213,16.735
27108848,152.817870739808,18.4637522191003,0.037854,-3.1539,17.681
77645133,154.082527577883,-2.04949149300211,-22.3556,-4.34866,16.5137
62816619,154.196482240189,-1.15205037526562,0.0,0.0,16.5128
70655770,155.259428996319,17.7444466561397,-15.9786,-1.88461,17.4595
277775965,155.441971780083,5.78703832727333,-20.7288,-2.56437,15.7264
287270686,155.448473790005,61.7788063541077,8.14209,-1.10116,17.0067
350043028,155.524843085128,8.04628096417446,1.48111,0.194444,17.8559
357237953,155.728186506987,58.0594353241879,7.29241,16.4203,15.699
350069450,155.734233847066,9.90525121456211,24.26,-60.96,16.4859
842279735,155.892726468736,4.45624773526881,-0.360856,-21.2609,17.1335
70681934,156.160255344186,16.4161993973373,-14.0229,1.05114,16.7231
63191090,156.763847979564,15.1262872346127,-7.18123,-25.5512,16.9892
392795725,157.019154355739,8.22279537955244,1.00014,-18.5022,16.2074
392796674,157.24078609719,9.525006050076,-24.8241,-23.4358,14.2144
840417881,157.841591900172,20.3875688921993,-15.316,-35.1863,15.7998
374201237,158.243583193544,1.36658072116399,2.59414,-20.51,14.9855
374273441,159.655122583858,1.84959037900613,-19.337,-2.87783,17.2189
311629054,160.070047167166,50.9463276204417,-83.9684,26.8472,15.4112
393493485,160.239508986016,8.57267657190856,-36.3925,-5.16179,17.1509
62892461,161.32408656397,-0.309416646576015,8.03232,-11.0238,18.0601
377389759,161.526533014401,58.6521744626381,-33.5774,-19.0467,16.9486
281705801,162.066003232139,0.567707280590332,14.711,-53.1987,17.6252
47377624,162.715437231754,-0.202139235733715,-10.0634,-5.0076,16.4987
302666459,162.849851515554,55.525387372299,-42.52,-45.34,17.2817
142808656,162.888968647704,66.5669487864984,5.66475,-20.5978,16.8657
364955613,163.115387562833,10.0602233629244,0.0,0.0,15.0092
318252473,163.591578966119,51.3817341566042,-16.8279,-9.53054,14.8688
24025000,163.859390662416,47.4897241485166,-35.25,-2.2279,15.4823
302695576,163.954841042408,54.163040330108,30.7005,-15.1773,14.8401
286812618,164.525141828399,15.373861086124,11.3174,4.83378,16.0714
286813974,164.688670598055,16.7874428700995,-36.4659,21.1028,15.1999
287483854,164.706975026281,10.8410430463478,-4.65775,-2.70962,17.3537
53190694,166.615300482201,-1.08740014273897,-2.03301,-3.50444,16.5098
350427736,166.643320545098,7.61997705461934,0.0,0.0,17.2068
99869026,166.903693884663,61.3757985451371,-5.42534,2.09682,16.3221
77108459,166.94604276657,15.7054463394084,-9.6568,-6.33818,17.196
318363701,167.075256962895,53.5521218953149,0.0,0.0,17.8723
350436083,167.181579301687,11.9210436861287,0.0,0.0,17.6633
902990470,167.224911934138,-0.344935688585888,6.61718,16.3794,16.7302
99901148,167.692873324084,61.3736925924756,-8.43071,-6.84371,16.226
99900683,167.701178684452,64.1331345220608,5.08399,-7.21955,16.9175
443588847,168.205693849853,-0.637222113458187,6.59,-36.78,16.0483
290946824,168.580393502193,8.64136578317803,-59.94,-0.18,17.0774
309863823,168.618823052839,59.0359719601487,-38.3508,-0.580028,17.3405
147953269,168.874225757382,66.7168834500342,0.0,0.0,17.1218
302727592,169.065630261468,59.08593952801,-30.2931,7.46536,16.5894
903047171,169.396341615019,1.49440568537177,-41.2765,53.3807,17.0602
357239119,169.542493966534,13.2273853875908,-11.8302,-18.3739,17.6626
147992231,170.066988747191,67.9640723211049,-4.60293,-18.9429,16.7462
302767953,170.325505848707,58.8438401122949,-11.347,-8.09479,15.6006
341649641,171.03935458752,59.1599671334589,-23.431,-5.97641,16.8114
363550095,171.599488604415,1.14914906821808,-12.7268,-10.0593,16.9683
363549479,171.64143079619,4.6938158664255,-7.68113,-7.79486,16.325
287347334,171.712672459823,-8.27776521446477,-3.20868,-18.0422,16.6533
322734004,171.883205892085,-8.88347309380719,-23.6688,-5.23707,17.2144
153936064,172.052671620374,67.2939988399766,-18.2151,-21.8135,16.5613
153936190,172.289583830714,66.6178742506029,-17.6164,-4.38947,16.8843
173144999,172.912772516282,-3.35757969643184,-19.0367,-7.13372,17.375
900504348,173.052754177394,58.6287501230508,0.554401,2.61395,17.6677
173164334,173.287630417767,-1.4918281350268,-26.07,-9.77,17.2002
293567756,173.670240885834,45.2647057465243,-37.39,-6.84,17.2682
136948961,173.677807883902,53.7843907654447,-1.67104,-16.0309,16.2974
900596460,173.740449914799,65.902453037626,-0.107097,-3.82481,17.6757
100013460,173.797231453939,60.2324614104872,18.8723,-13.663,17.0517
142827748,173.945368192259,67.9756561332463,-20.3608,-19.8381,16.8094
459790966,174.039986499754,48.7219239877007,-7.63485,-9.45125,17.2129
380574638,174.229917213614,4.16464842945005,-84.5692,-60.2174,16.489
301627455,175.802389313471,0.1574017848352,-21.0541,-12.0946,17.3247
459795003,175.958154051102,50.1722994856884,7.04238,-33.3024,16.2114
115906481,176.065220574387,45.9500468689747,-27.4369,-29.5709,16.6607
115906481,176.065220574387,45.9500468689747,-27.4369,-29.5709,16.6607
350448906,176.833341580402,11.4703657013454,-3.23108,-7.67247,17.0976
903252764,177.135177206107,3.82622878875917,17.7213,-23.6595,16.7518
137803751,177.222273023801,55.8713677488525,3.10157,-6.43234,16.0455
78311836,177.987287080896,-0.123743783284727,57.8048,-28.2345,17.5404
380641570,178.974884125915,10.8819641795455,-37.9277,4.91664,15.8868
358752487,179.959314899452,40.0288586302863,-1.69274,-0.836702,17.1415
376785600,180.017035320156,4.3353961753537,-2.5465,-2.58093,17.8295
148683021,181.400861824519,42.9356527421087,7.62,-43.51,16.1779
53567000,182.203418461012,48.8857173852061,-33.122,-2.09825,17.0387
9453959,182.830844128721,41.932053369575,-12.7915,6.01211,17.3048
138180161,183.24928146115,43.2280972850739,-41.1142,4.47448,16.5702
458427381,183.552790574557,41.025777116386,3.47833,-6.49402,17.2875
332250352,184.10779427911,43.4758453841408,-24.6607,-8.97948,17.7606
165312279,185.15449449901,49.392836397902,-7.38698,-18.539,16.5922
165313386,185.272310985177,49.4556910828813,-53.25,-10.28,16.1247
10219321,186.436022892045,38.2681889266313,-11.9372,-20.4575,17.7187
10220438,186.519958296683,37.9743989905515,-52.92,-88.14,14.8997
316331383,187.970620342934,55.5904200872385,-15.3377,8.97181,17.2114
321451337,188.09918094354,38.1497235466561,-29.7345,-2.80295,17.0693
75550309,188.166424303026,45.0064729581125,-35.9295,-13.9778,16.3092
950334019,188.528608072455,44.5209058655538,-1.61049,-3.37708,17.6825
147685702,189.455212178607,61.7288815351675,-34.0814,5.70486,17.2702
115910393,190.228385544397,43.6787548191763,5.41195,-19.0914,16.9886
310980776,190.420021118122,60.1197077047085,0.0,0.0,16.8314
310980084,190.567636260423,64.14996565685,-23.6056,-37.0218,17.3125
150325125,191.29781572984,58.7643755131607,-8.82119,-10.7157,17.0428
5083635,191.355569600493,34.5630350071706,19.0564,-11.2807,16.673
150342294,191.882704157558,58.8660904460502,-66.3687,46.4755,16.7274
150342912,191.906242051074,55.041622740211,-8.3598,-8.22614,16.9357
393886608,192.132443614832,43.8884292787009,-6.53979,3.72127,17.3322
389877978,192.396214896327,37.8591372954767,3.46409,-0.550515,16.8239
51269902,192.43813161055,49.964665308306,3.31221,-11.9739,15.6994
376645098,192.785191960101,34.6806865272175,-33.459,-8.95157,16.3343
508195478,193.475843611338,58.2243087901398,14.7844,2.78571,18.1062
371833484,194.491048153888,54.9780388495749,0.0,0.0,17.2575
371834040,194.586916674231,38.1574484132394,4.117,-1.0728,17.8631
21985340,195.093326257333,37.5552286080862,20.8557,-26.8575,16.6285
157265381,197.986190802025,54.7488651229253,-31.25,9.58,15.9854
157271709,198.206041008465,59.4550151473373,25.9367,-16.9038,17.6696
417936569,198.682466145164,51.3328081435263,0.0,0.0,15.3335
950632891,199.127743889575,61.4036370660728,-18.749,-39.4488,17.1675
232972481,199.46548977176,67.5331422145315,-21.0975,-1.81187,15.9208
232974242,200.167831070298,66.2041019331935,13.3498,-8.8027,17.5543
232976058,200.42652358031,66.7702586136597,0.0,0.0,15.9828
165370719,200.702466554164,46.7925423233123,3.8979,-11.7235,17.5927
153972408,202.427390912142,66.9277165455545,0.499416,3.41565,17.0481
1001467485,203.030504096598,66.9148367386364,-12.4758,-17.7987,17.4519
153991454,204.781528117468,67.5594566378024,-16.2895,13.1724,15.4
313274579,205.250124681508,60.4362287045219,10.4159,-30.3865,16.7535
282834451,205.27895591667,28.1676275018041,-12.4806,-12.5969,17.8448
416607592,205.530209720124,28.9521946746887,-22.4824,12.3079,16.6184
22949112,206.213110375684,41.1768243161212,0.0,0.0,18.2103
310351180,206.296704890495,50.7152166074027,6.50192,-15.8976,16.4477
165759797,206.490263482646,33.014117186981,20.48,-46.7,17.2845
22954516,206.623606544392,40.8573197721662,-27.0754,-8.30682,16.1167
105621880,206.840914183518,27.1236109865032,16.64,-29.99,15.9302
165765750,206.939449032243,33.7887398185264,20.1196,-5.50807,15.3199
393926156,207.427127243546,47.5004503271821,-13.4945,-12.9745,17.4841
359243693,207.552554256846,27.6721439057551,0.0,0.0,18.5301
258061402,208.135210157534,28.7260617033139,-3.49143,-1.16318,17.4906
23753597,208.629215853457,41.9455506117474,-30.3505,4.87296,15.8267
141916077,208.761477589312,57.6828920171549,4.42138,-19.0406,15.9801
23795398,209.898180390957,36.3999826513198,0.0,0.0,17.2877
166004044,211.436801870301,60.0935796479472,2.10149,-1.54403,17.7015
138185791,212.07012711283,33.2469197874846,4.91,-67.22,16.2188
27323055,212.34696178684,37.1802012121482,7.01863,-3.65227,14.0564
393965479,212.456505658468,43.6531550491788,-17.2475,18.7967,16.2035
286957052,214.148785699578,36.0018332676675,8.51782,-19.6313,16.0302
27401077,214.496526381094,36.2618950387863,1.71066,-8.65346,16.4628
168766767,214.863762302886,47.1158249038292,-12.4033,16.3371,16.9706
445863175,215.272078567018,57.4158866478082,0.0,0.0,15.4695
441704914,215.576654962058,53.7793578266765,15.7599,-12.5563,16.6613
310487953,215.610977067912,23.7744622154247,-3.31116,-3.27394,17.6616
441705185,215.674598143265,51.5938170400071,-7.53617,-7.67732,15.6316
445843688,215.979456109136,24.1567650360657,-15.2216,3.79958,17.6489
459244517,216.021159912608,55.5022519117249,-8.80642,-13.1784,17.1618
158017997,216.073903357048,44.5402946841658,-0.117515,-7.38807,16.4284
441708021,216.168859297844,49.4994591540171,-58.3115,-11.998,15.1843
158019825,216.424233933081,44.4032446255689,-19.4906,-0.0579979,17.3326
158023471,216.488710430829,44.4317324640718,0.0,0.0,16.2655
158033727,217.162462855098,42.6735779769379,0.674798,-5.49292,16.9074
313337857,217.463296009967,57.9969362375539,-22.3371,4.74931,17.3705
357389336,218.680388927426,53.5892185539534,-132.538,23.5086,15.9012
298161783,218.915801201246,59.0915201264477,19.6353,-19.7121,15.791
298163628,219.175063203367,57.6961924163495,-27.8807,-2.49932,16.8626
417173951,219.206689027185,32.6261505331795,13.5732,-6.79626,15.0805
157980776,219.32354497211,24.467506001496,-1.51523,-39.7332,16.9732
298166096,219.444564829953,57.6183121977956,1.23,-30.15,16.5697
450346242,219.538094956185,33.1514275605387,-30.8692,-28.4402,16.7758
68036708,219.809449759823,41.5122955065843,0.0,0.0,16.3107
158494943,219.949087287664,57.6876252414564,-2.71411,-11.7956,17.4432
158494935,219.991352029072,57.6623860614975,0.799279,-0.017779,16.02
9028098,221.502986130239,33.4804901205451,0.0,0.0,16.3935
310003064,222.668756248502,55.7225893591658,-43.6931,36.6538,17.2965
345301020,223.159006270767,20.753364862983,-118.063,-46.9006,16.7017
28261885,223.382095549108,40.9789554872733,-3.30373,-17.0475,17.1713
284707702,223.940269773456,34.3026444000805,9.57247,15.9863,16.4126
158620021,224.048660561672,59.360660813942,-15.1899,-3.70415,15.4521
67685678,224.890380874323,34.7097509106644,-49.9679,-27.0869,17.4864
67769493,226.161903213683,32.2454591553501,15.3701,-15.9251,17.6892
229899045,226.610354340421,27.9901020281779,1.70559,11.4845,17.411
286901524,226.751906895138,48.1934924657553,-42.42,23.53,17.3408
229908688,227.677727143584,27.5862046949691,-23.6689,5.55314,17.4338
20236886,227.690029270389,40.8075484184336,-54.8204,81.2265,13.4515
16281704,229.19561992547,35.1249047071703,-30.0585,7.60677,16.4753
1101866785,229.312340101344,42.6568149007077,33.2188,-8.66249,15.8419
233654296,229.574901853831,45.8928294440353,-2.52179,-3.11957,17.4296
272613022,229.840566620026,35.6071681876103,-27.8418,20.4447,16.7045
445872968,230.217383140476,34.4822123042513,17.8329,11.1834,16.1542
357521461,230.317053570688,24.8379535807829,-28.92,-21.793,15.6586
116362798,230.320754539132,42.0331190213838,-13.0724,24.1722,17.5884
116380666,230.922012094048,43.091356412244,-47.18,3.32,16.4425
116381334,230.99682274735,46.0802414934746,-38.4335,8.49977,16.6925
444059362,231.02505217383,52.4202223232608,5.49731,-7.10435,17.0414
334680125,231.049728850615,19.8711101026823,-41.1829,20.9473,16.184
444059650,231.070685467856,50.7969213867253,-8.89473,-3.79021,15.3868
193992619,231.105062320627,50.6694018194578,12.6049,-33.3013,16.3518
193992529,231.165808349386,50.196496880208,2.20097,-30.6256,15.2882
233487520,231.324591783313,36.4959873638221,5.94,-85.94,15.2452
16320621,232.089414207634,34.7208191269371,-10.7205,-26.9135,17.5671
235557004,232.218068599274,49.3485457069227,-10.5389,13.5085,17.4858
41714105,232.539560810735,38.7443893718938,10.7323,8.19773,17.2566
274928438,233.309419621374,27.7356101821583,29.9685,-40.1008,17.2779
462582455,233.458237040413,34.7374911978941,-19.4339,18.3652,16.5193
148786315,233.517922392744,41.3406259197589,5.351,-10.6005,17.6826
459257267,234.177342406363,21.1298502979464,-25.2499,10.9564,16.3684
1101086037,234.90881449048,27.101623007469,-21.5424,-7.41015,16.9004
255858827,235.402006886232,27.2765192054991,-11.7631,20.6566,17.2181
1101706219,235.644189973228,35.7991665766314,-1.55519,-14.3473,18.0812
316415767,236.52192929271,37.1484540969739,29.7766,-15.3588,16.1217
159855374,236.926885337723,50.2830098526695,2.48419,-12.5539,16.5092
159855812,237.027911558784,48.485492151457,-6.43403,3.07803,17.5565
29263297,237.182539245705,37.4638223015291,-17.0841,8.98986,17.5764
29266369,237.368981241014,38.9054095631334,17.4872,-20.1812,16.5104
188545878,237.592255388839,32.5969131945584,-75.19,-84.33,14.6352
188547929,237.899132821419,34.2445030137011,4.98903,-13.1225,17.5029
