                               1                                2                                3                                4                                5                                6                                7                                8 
                  version_number                 initial_don_mass                 initial_acc_mass              initial_period_days                         compiler                            build                 MESA_SDK_version                             date 
                         "12778"          1.7999999999999999E-001          4.4000000000000000E-001          2.8699999999999998E-001                       "gfortran"                          "9.2.0"            "x86_64-linux-20.3.2"                       "20200727" 

                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11                               12                               13                               14                               15                               16                               17                               18                               19                               20                               21                               22                               23                               24                               25                               26                               27                               28                               29                               30                               31 
                    model_number                              age                      period_days                binary_separation                          v_orb_1                          v_orb_2                             rl_1                             rl_2           rl_relative_overflow_1           rl_relative_overflow_2                      star_1_mass                      star_2_mass                lg_mtransfer_rate                   lg_mstar_dot_1                   lg_mstar_dot_2                 lg_system_mdot_1                 lg_system_mdot_2                   lg_wind_mdot_1                   lg_wind_mdot_2              fixed_xfer_fraction                eff_xfer_fraction                            J_orb                             Jdot                          jdot_mb                          jdot_gr                          jdot_ml                          jdot_ls                jdot_missing_wind                       extra_jdot                      donor_index                 point_mass_index 
                             825          7.5950685831348886E+009          6.7939278934950553E-002          5.8476348095583186E-001          3.2948553410857579E+002          1.0614889439084159E+002          1.6747332688845690E-001          2.8014994080070976E-001         -3.2241065468720638E-004         -1.0000000000000000E+000          1.4175285011626451E-001          4.4000000000000006E-001         -1.0079387800188817E+001         -1.0079387800188817E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0079387800188817E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          3.7811473718444352E+050         -7.6363027703152661E+033          0.0000000000000000E+000         -3.0916205547835081E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             830          7.6010623682222586E+009          6.7817159463197718E-002          5.8389641469906750E-001          3.2987080644755656E+002          1.0590096989298358E+002          1.6707006772285449E-001          2.7991573985927948E-001         -3.2236372119947242E-004         -1.0000000000000000E+000          1.4125659452777542E-001          4.4000000000000006E-001         -1.0081465811984780E+001         -1.0081465811984780E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0081465811984780E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          3.7667225576880092E+050         -7.6191018853648460E+033          0.0000000000000000E+000         -3.0846566337509496E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             835          7.6070016324023647E+009          6.7695329698461371E-002          5.8303297197303883E-001          3.3025422320888509E+002          1.0565624017684770E+002          1.6666979100528734E-001          2.7968107878366244E-001         -3.2254030828614001E-004         -1.0000000000000000E+000          1.4076654410686815E-001          4.4000000000000006E-001         -1.0083816366803280E+001         -1.0083816366803280E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0083816366803280E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          3.7524607189633755E+050         -7.6023530226035268E+033          0.0000000000000000E+000         -3.0778757176532497E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             840          7.6129443526296978E+009          6.7574783708536645E-002          5.8217670448645331E-001          3.3063659635386864E+002          1.0541014437007152E+002          1.6627149531194979E-001          2.7945001982752060E-001         -3.2169929006382951E-004         -1.0000000000000000E+000          1.4027625506159067E-001          4.4000000000000006E-001         -1.0082815542491828E+001         -1.0082815542491828E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0082815542491828E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          3.7382222515017387E+050         -7.5853649328473725E+033          0.0000000000000000E+000         -3.0709979485212030E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             845          7.6189307109399977E+009          6.7452576144977155E-002          5.8131013472377624E-001          3.3102336992857607E+002          1.0516314948997130E+002          1.6586965866619138E-001          2.7921479526074716E-001         -3.2170951946314220E-004         -1.0000000000000000E+000          1.3978404541519623E-001          4.4000000000000006E-001         -1.0085366839614856E+001         -1.0085366839614856E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0085366839614856E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          3.7239116221972684E+050         -7.5681994975112440E+033          0.0000000000000000E+000         -3.0640483795592077E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             850          7.6249793841974211E+009          6.7330846443419065E-002          5.8044441790748347E-001          3.3141235916295153E+002          1.0491199081673683E+002          1.6546639978690417E-001          2.7898201156143587E-001         -3.2147446070504262E-004         -1.0000000000000000E+000          1.3928652533041855E-001          4.4000000000000006E-001         -1.0086536093817429E+001         -1.0086536093817429E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0086536093817429E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          3.7094852969145743E+050         -7.5505091180392490E+033          0.0000000000000000E+000         -3.0568862826069831E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             855          7.6310136267877531E+009          6.7208409760818433E-002          5.7957554232768427E-001          3.3180232358233798E+002          1.0466256870007805E+002          1.6506320407831654E-001          2.7874666148819882E-001         -3.2133956304962588E-004         -1.0000000000000000E+000          1.3879206670656874E-001          4.4000000000000006E-001         -1.0088077511973717E+001         -1.0088077511973717E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0088077511973717E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          3.6951266324065495E+050         -7.5331195462181587E+033          0.0000000000000000E+000         -3.0498459701288090E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             860          7.6370855434892511E+009          6.7084806476671602E-002          5.7869928292972228E-001          3.3219583789711191E+002          1.0441213141636824E+002          1.6465738558471088E-001          2.7850845078146719E-001         -3.2113368259240282E-004         -1.0000000000000000E+000          1.3829594649355914E-001          4.4000000000000006E-001         -1.0089124434751856E+001         -1.0089124434751856E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0089124434751856E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          3.6807116204082117E+050         -7.5157852107670277E+033          0.0000000000000000E+000         -3.0428280205534522E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             865          7.6431558224247627E+009          6.6961254546609866E-002          5.7782360716124803E-001          3.3258979815395503E+002          1.0416188258619286E+002          1.6425212812337492E-001          2.7827013931485306E-001         -3.2095921870473743E-004         -1.0000000000000000E+000          1.3780106483215007E-001          4.4000000000000006E-001         -1.0090221539499394E+001         -1.0090221539499394E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0090221539499394E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          3.6663336804189015E+050         -7.4985222066381354E+033          0.0000000000000000E+000         -3.0358389500559252E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             870          7.6493716545557919E+009          6.6832997986003451E-002          5.7691758893705458E-001          3.3299620756904238E+002          1.0390749213315772E+002          1.6383527275251411E-001          2.7802078688172660E-001         -3.2077271727376619E-004         -1.0000000000000000E+000          1.3729674842951509E-001          4.4000000000000006E-001         -1.0091139021580307E+001         -1.0091139021580307E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0091139021580307E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          3.6516448254996271E+050         -7.4813895787428389E+033          0.0000000000000000E+000         -3.0289026634586388E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             875          7.6556645247177429E+009          6.6702217710508216E-002          5.7599542714558061E-001          3.3340960458356682E+002          1.0365098532796817E+002          1.6341244428384236E-001          2.7776537084897440E-001         -3.2081089994780550E-004         -1.0000000000000000E+000          1.3678800165720803E-001          4.4000000000000006E-001         -1.0093445952068546E+001         -1.0093445952068546E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0093445952068546E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          3.6368078621186383E+050         -7.4642808713909515E+033          0.0000000000000000E+000         -3.0219760612918830E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             880          7.6619150816476555E+009          6.6570703719845831E-002          5.7507078435697301E-001          3.3382314395915120E+002          1.0339788514696436E+002          1.6299073351057164E-001          2.7750670532844274E-001         -3.2073164360338190E-004         -1.0000000000000000E+000          1.3628494694852972E-001          4.4000000000000006E-001         -1.0094938835284808E+001         -1.0094938835284808E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0094938835284808E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          3.6221034271424500E+050         -7.4480287510748609E+033          0.0000000000000000E+000         -3.0153962554958948E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             885          7.6680274824550171E+009          6.6441700191595829E-002          5.7416457469229742E-001          3.3422878807623391E+002          1.0315083089931872E+002          1.6257820693556885E-001          2.7725236591415503E-001         -3.2066564714545640E-004         -1.0000000000000000E+000          1.3579430382683882E-001          4.4000000000000006E-001         -1.0096729016906343E+001         -1.0096729016906343E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0096729016906343E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          3.6077547811359444E+050         -7.4322521367105172E+033          0.0000000000000000E+000         -3.0090089622309785E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             890          7.6741214629211721E+009          6.6312201698774553E-002          5.7325639110730342E-001          3.3463513755275540E+002          1.0290544758195122E+002          1.6216613011031847E-001          2.7699596898157336E-001         -3.2062468123918966E-004         -1.0000000000000000E+000          1.3530676206685074E-001          4.4000000000000006E-001         -1.0098572217493080E+001         -1.0098572217493080E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0098572217493080E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          3.5934793868528950E+050         -7.4167853088918852E+033          0.0000000000000000E+000         -3.0027470886201960E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             895          7.6802724947102203E+009          6.6181412528808645E-002          5.7233943411120136E-001          3.3504612286613860E+002          1.0265788488267330E+002          1.6175046840601451E-001          2.7673671168733321E-001         -3.2006271710865872E-004         -1.0000000000000000E+000          1.3481567541201742E-001          4.4000000000000006E-001         -1.0097629723229103E+001         -1.0097629723229103E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0097629723229103E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          3.5791002949419544E+050         -7.4013364567602972E+033          0.0000000000000000E+000         -2.9964924926155045E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             900          7.6864256616437693E+009          6.6049376828329107E-002          5.7141568097768292E-001          3.3545967348161275E+002          1.0241146001068643E+002          1.6133344550884637E-001          2.7647359254061321E-001         -3.2037668867594335E-004         -1.0000000000000000E+000          1.3432625727268502E-001          4.4000000000000006E-001         -1.0101599417830730E+001         -1.0101599417830730E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0101599417830730E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          3.5647460679158237E+050         -7.3859130297158247E+033          0.0000000000000000E+000         -2.9902481901683497E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             905          7.6925009275625181E+009          6.5919063360896438E-002          5.7050404306824565E-001          3.3586865785518455E+002          1.0216812863723993E+002          1.6092213147281889E-001          2.7621372315559700E-001         -3.2050452647386103E-004         -1.0000000000000000E+000          1.3384391651026947E-001          4.4000000000000006E-001         -1.0104377905431550E+001         -1.0104377905431550E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0104377905431550E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          3.5506024792447430E+050         -7.3708937819024353E+033          0.0000000000000000E+000         -2.9841675230374230E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             910          7.6985628998419180E+009          6.5790251844537989E-002          5.6960126949735745E-001          3.3627575448690123E+002          1.0192415676799419E+002          1.6051369102733518E-001          2.7595778635377916E-001         -3.1941454676112245E-004         -1.0000000000000000E+000          1.3336265960162860E-001          4.4000000000000006E-001         -1.0100989764104012E+001         -1.0100989764104012E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0100989764104012E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          3.5365187296397882E+050         -7.3558812229293093E+033          0.0000000000000000E+000         -2.9780895639389915E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             915          7.7047028762118778E+009          6.5658754585607923E-002          5.6868134205474907E-001          3.3669028517568336E+002          1.0167809886338003E+002          1.6009900438037189E-001          2.7569528398855164E-001         -3.1968954788681931E-004         -1.0000000000000000E+000          1.3287690637270080E-001          4.4000000000000006E-001         -1.0104664466761330E+001         -1.0104664466761330E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0104664466761330E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          3.5222833006864719E+050         -7.3404826497181405E+033          0.0000000000000000E+000         -2.9718553237725261E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             920          7.7107980495763979E+009          6.5529970500253887E-002          5.6777797692999576E-001          3.3710002941298666E+002          1.0143213873050324E+002          1.5969003239931298E-001          2.7543965301626616E-001         -3.1854863113410281E-004         -1.0000000000000000E+000          1.3239435522784934E-001          4.4000000000000006E-001         -1.0100790154349356E+001         -1.0100790154349356E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0100790154349356E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          3.5081811654190591E+050         -7.3252171853721054E+033          0.0000000000000000E+000         -2.9656749738348601E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             925          7.7168589190543909E+009          6.5400591196289840E-002          5.6687254029810774E-001          3.3751007251704129E+002          1.0118891426280189E+002          1.5928198561868767E-001          2.7518132005930557E-001         -3.1868637448564138E-004         -1.0000000000000000E+000          1.3191642531908382E-001          4.4000000000000006E-001         -1.0103908966482138E+001         -1.0103908966482138E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0103908966482138E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          3.4941877977916516E+050         -7.3099430276624785E+033          0.0000000000000000E+000         -2.9594911043167927E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             930          7.7228964690682030E+009          6.5273002266509117E-002          5.6597789445815849E-001          3.3791739957537425E+002          1.0094539674245503E+002          1.5887758503039009E-001          2.7492758103463655E-001         -3.1845922968739453E-004         -1.0000000000000000E+000          1.3144033015906598E-001          4.4000000000000006E-001         -1.0104849839987219E+001         -1.0104849839987219E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0104849839987219E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          3.4802775110805990E+050         -7.2944823527989715E+033          0.0000000000000000E+000         -2.9532317217809601E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             935          7.7288843251762457E+009          6.5147275099326329E-002          5.6509525991310505E-001          3.3832090238574034E+002          1.0070313031639019E+002          1.5847794578506930E-001          2.7467811606037074E-001         -3.1744595474706122E-004         -1.0000000000000000E+000          1.3096848887182222E-001          4.4000000000000006E-001         -1.0101507369709585E+001         -1.0101507369709585E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0101507369709585E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          3.4665105141755177E+050         -7.2792589307063077E+033          0.0000000000000000E+000         -2.9470683929985047E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             940          7.7348698467692442E+009          6.5021175562381711E-002          5.6421079265086116E-001          3.3872553885367290E+002          1.0046144234290738E+002          1.5807827584495596E-001          2.7442726854118915E-001         -3.1730987306499426E-004         -1.0000000000000000E+000          1.3049808638720523E-001          4.4000000000000006E-001         -1.0102832294941539E+001         -1.0102832294941539E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0102832294941539E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          3.4527782341327496E+050         -7.2637666351338153E+033          0.0000000000000000E+000         -2.9407962085562002E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             945          7.7408345389107342E+009          6.4895055611511238E-002          5.6332700795608059E-001          3.3913012202868919E+002          1.0022111147765577E+002          1.5767975557169570E-001          2.7417569940983738E-001         -3.1730016890797150E-004         -1.0000000000000000E+000          1.3003058762924655E-001          4.4000000000000006E-001         -1.0104984988767471E+001         -1.0104984988767471E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0104984988767471E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          3.4391227339888726E+050         -7.2483258855637184E+033          0.0000000000000000E+000         -2.9345448929407765E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             950          7.7470191915195789E+009          6.4763706033204874E-002          5.6240757455702073E-001          3.3955120380891503E+002          9.9972552720013539E+001          1.5726615900037461E-001          2.7391288547388293E-001         -3.1756982116964858E-004         -1.0000000000000000E+000          1.2954724560941477E-001          4.4000000000000006E-001         -1.0108471421812933E+001         -1.0108471421812933E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0108471421812933E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          3.4249941144796043E+050         -7.2325014039978062E+033          0.0000000000000000E+000         -2.9281382202420267E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             955          7.7531349148180380E+009          6.4633761081726901E-002          5.6149820207165491E-001          3.3996843231217645E+002          9.9726871378301979E+001          1.5685746825059727E-001          2.7365258068323545E-001         -3.1731176831482639E-004         -1.0000000000000000E+000          1.2907028781472327E-001          4.4000000000000006E-001         -1.0109294872898468E+001         -1.0109294872898468E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0109294872898468E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          3.4110528738099568E+050         -7.2170748604533723E+033          0.0000000000000000E+000         -2.9218926560539965E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             960          7.7592577673208055E+009          6.4503557249315557E-002          5.6058731632441994E-001          3.4038705483218143E+002          9.9481065184751202E+001          1.5644853648882795E-001          2.7339140569812420E-001         -3.1699861003337660E-004         -1.0000000000000000E+000          1.2859381125075681E-001          4.4000000000000006E-001         -1.0109654292281650E+001         -1.0109654292281650E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0109654292281650E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          3.3971254183358616E+050         -7.2017627880055656E+033          0.0000000000000000E+000         -2.9156934364394999E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             965          7.7652935596674385E+009          6.4375612210609529E-002          5.5969178412244802E-001          3.4079986384034777E+002          9.9238402725345182E+001          1.5604632201449717E-001          2.7313492125583155E-001         -3.1690131553276530E-004         -1.0000000000000000E+000          1.2812474954393552E-001          4.4000000000000006E-001         -1.0111246423426932E+001         -1.0111246423426932E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0111246423426932E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          3.3834252348496496E+050         -7.1864411073826561E+033          0.0000000000000000E+000         -2.9094903268755691E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             970          7.7714401208462343E+009          6.4244773901875205E-002          5.5877692132260703E-001          3.4122181444640108E+002          9.8991872237190805E+001          1.5563637843856479E-001          2.7287185474691616E-001         -3.1664207763085715E-004         -1.0000000000000000E+000          1.2764841502009475E-001          4.4000000000000006E-001         -1.0112054173897743E+001         -1.0112054173897743E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0112054173897743E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          3.3695032952738710E+050         -7.1709820386158502E+033          0.0000000000000000E+000         -2.9032315945813155E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             975          7.7775453511686392E+009          6.4113979042561234E-002          5.5786368097155037E-001          3.4164294642128988E+002          9.8747858696947148E+001          1.5522845288024945E-001          2.7260780800518836E-001         -3.1620359499248771E-004         -1.0000000000000000E+000          1.2717680339016410E-001          4.4000000000000006E-001         -1.0111771302351274E+001         -1.0111771302351274E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0111771302351274E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          3.3557041251971370E+050         -7.1561281327849116E+033          0.0000000000000000E+000         -2.8972178675242554E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             980          7.7836736217603607E+009          6.3983390319586109E-002          5.5695101340148534E-001          3.4206540640691122E+002          9.8502274981885478E+001          1.5482027471610738E-001          2.7234461155984269E-001         -3.1615888262354085E-004         -1.0000000000000000E+000          1.2670384137141422E-001          4.4000000000000006E-001         -1.0113803952591354E+001         -1.0113803952591354E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0113803952591354E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          3.3418822699831193E+050         -7.1406741488500182E+033          0.0000000000000000E+000         -2.8909611938664037E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             985          7.7897922214686213E+009          6.3852484440293178E-002          5.5603699235980164E-001          3.4248876766696276E+002          9.8257629821001046E+001          1.5441241484901921E-001          2.7208001236911639E-001         -3.1574012098313053E-004         -1.0000000000000000E+000          1.2623291974141684E-001          4.4000000000000006E-001         -1.0113593906348735E+001         -1.0113593906348735E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0113593906348735E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          3.3281114105408802E+050         -7.1257517039779883E+033          0.0000000000000000E+000         -2.8849197182097118E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             990          7.7958531717587318E+009          6.3723089337072408E-002          5.5513324422714905E-001          3.4290850334394986E+002          9.8015050283879319E+001          1.5400911822060312E-001          2.7181849286007770E-001         -3.1591394526904552E-004         -1.0000000000000000E+000          1.2576714110133724E-001          4.4000000000000006E-001         -1.0113967736306417E+001         -1.0113967736306417E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0113967736306417E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          3.3144989799474135E+050         -7.1107519427384777E+033          0.0000000000000000E+000         -2.8788469403799501E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             995          7.8019446235512409E+009          6.3592695070012153E-002          5.5422312712586830E-001          3.4333165417651242E+002          9.7771638041030883E+001          1.5360369833124021E-001          2.7155435888263740E-001         -3.1536294862474068E-004         -1.0000000000000000E+000          1.2530018777685017E-001          4.4000000000000006E-001         -1.0115823534170444E+001         -1.0115823534170444E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0115823534170444E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          3.3008472129826546E+050         -7.0956169031048116E+033          0.0000000000000000E+000         -2.8727193939695589E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                            1000          7.8081194377983303E+009          6.3461707640634149E-002          5.5330732119377679E-001          3.4375959152149835E+002          9.7523765417872838E+001          1.5319466345794380E-001          2.7128994015688424E-001         -3.1494547380217074E-004         -1.0000000000000000E+000          1.2482693673779424E-001          4.4000000000000006E-001         -1.0115679586572080E+001         -1.0115679586572080E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0115679586572080E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          3.2870383013398939E+050         -7.0801756497045837E+033          0.0000000000000000E+000         -2.8664678743743252E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                            1005          7.8140828941699896E+009          6.3335048831383606E-002          5.5242211327950386E-001          3.4417387689320719E+002          9.7284569723679269E+001          1.5279977617714474E-001          2.7103386430481069E-001         -3.1463993108803590E-004         -1.0000000000000000E+000          1.2437088795004857E-001          4.4000000000000006E-001         -1.0116169395619506E+001         -1.0116169395619506E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0116169395619506E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          0.0000000000000000E+000          0.0000000000000000E+000          3.2737303456579768E+050         -7.0652743779310820E+033          0.0000000000000000E+000         -2.8604349708223000E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
