1247.2100 0.8011 0.8101
1247.2200 0.7829 0.8102
1247.2300 0.7467 0.8103
1247.2400 0.7408 0.8104
1247.2500 0.7748 0.8104
1247.2600 0.7658 0.8105
1247.2700 0.7676 0.8106
1247.2800 0.7538 0.8107
1247.2900 0.7931 0.8108
1247.3000 0.7368 0.8109
1247.3100 0.7229 0.8110
1247.3200 0.7473 0.8111
1247.3300 0.7211 0.8112
1247.3400 0.7702 0.8113
1247.3500 0.7793 0.8114
1247.3600 0.7673 0.8115
1247.3700 0.8075 0.8116
1247.3800 0.7832 0.8117
1247.3900 0.7247 0.8118
1247.4000 0.7612 0.8119
1247.4100 0.7432 0.8120
1247.4200 0.7045 0.8121
1247.4300 0.7312 0.8122
1247.4400 0.7869 0.8123
1247.4500 0.7989 0.8124
1247.4600 0.7930 0.8125
1247.4700 0.7633 0.8126
1247.4800 0.7625 0.8126
1247.4900 0.7425 0.8127
1247.5000 0.7687 0.8128
1247.5100 0.7516 0.8129
1247.5200 0.7777 0.8130
1247.5300 0.7892 0.8131
1247.5400 0.7781 0.8132
1247.5500 0.7426 0.8133
1247.5600 0.7644 0.8134
1247.5700 0.7525 0.8135
1247.5800 0.7890 0.8136
1247.5900 0.8346 0.8137
1247.6000 0.8476 0.8138
1247.6100 0.7734 0.8139
1247.6200 0.8076 0.8140
1247.6300 0.8934 0.8141
1247.6400 0.8052 0.8142
1247.6500 0.8502 0.8143
1247.6600 0.7935 0.8143
1247.6700 0.7521 0.8144
1247.6800 0.7982 0.8145
1247.6900 0.7424 0.8146
1247.7000 0.8324 0.8147
1247.7100 0.7958 0.8148
1247.7200 0.7547 0.8149
1247.7300 0.7705 0.8150
1247.7400 0.7315 0.8151
1247.7500 0.8218 0.8152
1247.7600 0.8031 0.8153
1247.7700 0.7776 0.8154
1247.7800 0.8160 0.8155
1247.7900 0.7532 0.8156
1247.8000 0.7519 0.8157
1247.8100 0.7672 0.8157
1247.8200 0.8271 0.8158
1247.8300 0.7899 0.8159
1247.8400 0.7873 0.8160
1247.8500 0.7679 0.8161
1247.8600 0.7794 0.8162
1247.8700 0.7565 0.8163
1247.8800 0.7666 0.8164
1247.8900 0.7798 0.8165
1247.9000 0.7449 0.8166
1247.9100 0.7736 0.8167
1247.9200 0.8344 0.8168
1247.9300 0.8102 0.8169
1247.9400 0.7708 0.8169
1247.9500 0.8034 0.8170
1247.9600 0.8386 0.8171
1247.9700 0.8507 0.8172
1247.9800 0.8435 0.8173
1247.9900 0.8011 0.8174
1248.0000 0.8053 0.8175
1248.0100 0.8021 0.8176
1248.0200 0.7689 0.8177
1248.0300 0.7787 0.8178
1248.0400 0.8470 0.8179
1248.0500 0.8779 0.8179
1248.0600 0.8470 0.8180
1248.0700 0.7609 0.8181
1248.0800 0.8300 0.8182
1248.0900 0.7784 0.8183
1248.1000 0.7959 0.8184
1248.1100 0.8104 0.8185
1248.1200 0.8202 0.8186
1248.1300 0.7914 0.8187
1248.1400 0.7520 0.8188
1248.1500 0.8122 0.8189
1248.1600 0.8026 0.8189
1248.1700 0.7868 0.8190
1248.1800 0.8259 0.8191
1248.1900 0.7511 0.8192
1248.2000 0.7684 0.8193
1248.2100 0.7948 0.8194
1248.2200 0.7590 0.8195
1248.2300 0.7641 0.8196
1248.2400 0.7677 0.8197
1248.2500 0.8285 0.8198
1248.2600 0.8396 0.8199
1248.2700 0.8248 0.8199
1248.2800 0.7631 0.8200
1248.2900 0.8390 0.8201
1248.3000 0.8406 0.8202
1248.3100 0.7722 0.8203
1248.3200 0.8325 0.8204
1248.3300 0.8321 0.8205
1248.3400 0.7777 0.8206
1248.3500 0.7928 0.8207
1248.3600 0.8047 0.8207
1248.3700 0.7834 0.8208
1248.3800 0.7858 0.8209
1248.3900 0.8386 0.8210
1248.4000 0.8430 0.8211
1248.4100 0.8156 0.8212
1248.4200 0.7997 0.8213
1248.4300 0.8297 0.8214
1248.4400 0.8376 0.8215
1248.4500 0.7981 0.8215
1248.4600 0.8066 0.8216
1248.4700 0.8212 0.8217
1248.4800 0.7785 0.8218
1248.4900 0.7978 0.8219
