MasterID,Mag,Magerr,RA,Dec,MJD,Blend
1001056058075,13.65,0.05,157.14554,-0.00833,55631.33078,0
1001056058075,13.65,0.05,157.14554,-0.00833,55631.33659,0
1001056058075,13.65,0.05,157.14554,-0.00835,55631.34238,0
1001056058075,13.67,0.05,157.14549,-0.00840,55645.19889,0
1001056058075,13.69,0.05,157.14547,-0.00843,55645.21040,0
1001056058075,13.68,0.05,157.14550,-0.00838,55685.13411,0
1001056058075,13.64,0.05,157.14549,-0.00834,55685.14541,0
1001056058075,13.66,0.05,157.14551,-0.00838,55685.15267,0
1001056058075,13.67,0.05,157.14548,-0.00838,55685.15892,0
1001056058075,13.66,0.05,157.14550,-0.00834,55707.15998,0
1001056058075,13.66,0.05,157.14549,-0.00836,55707.16920,0
1001056058075,13.66,0.05,157.14551,-0.00837,55707.17836,0
1001056058075,13.66,0.05,157.14550,-0.00838,55707.18761,0
1001056058075,13.70,0.05,157.14545,-0.00827,53772.34750,0
1001056058075,13.60,0.05,157.14547,-0.00827,53772.35400,0
1001056058075,13.75,0.05,157.14543,-0.00830,53772.36046,0
1001056058075,13.66,0.05,157.14546,-0.00827,53772.36695,0
1001056058075,13.64,0.05,157.14550,-0.00835,55922.47105,0
1001056058075,13.63,0.05,157.14555,-0.00832,55922.47780,0
1001056058075,13.64,0.05,157.14555,-0.00832,55922.48461,0
1001056058075,13.65,0.05,157.14551,-0.00840,55922.49136,0
1001056058075,13.66,0.05,157.14551,-0.00842,55980.32273,0
1001056058075,13.65,0.05,157.14549,-0.00842,55980.33049,0
1001056058075,13.65,0.05,157.14553,-0.00839,55980.33827,0
1001056058075,13.65,0.05,157.14553,-0.00839,55980.34592,0
1001056058075,13.65,0.05,157.14552,-0.00837,55986.34539,0
1001056058075,13.66,0.05,157.14552,-0.00836,55986.35219,0
1001056058075,13.65,0.05,157.14552,-0.00838,55986.35908,0
1001056058075,13.66,0.05,157.14552,-0.00838,55986.36591,0
1001056058075,13.66,0.05,157.14553,-0.00834,56013.16012,0
1001056058075,13.68,0.05,157.14552,-0.00837,56013.16519,0
1001056058075,13.67,0.05,157.14555,-0.00835,56013.17031,0
1001056058075,13.67,0.05,157.14550,-0.00839,56013.17538,0
1001056058075,13.66,0.05,157.14550,-0.00840,56032.14844,0
1001056058075,13.66,0.05,157.14549,-0.00836,56032.15411,0
1001056058075,13.66,0.05,157.14549,-0.00844,56032.15980,0
1001056058075,13.67,0.05,157.14550,-0.00841,56032.16547,0
1001056058075,13.68,0.05,157.14553,-0.00838,56045.20370,0
1001056058075,13.68,0.05,157.14551,-0.00838,56045.21112,0
1001056058075,13.69,0.05,157.14552,-0.00839,56045.21843,0
1001056058075,13.67,0.05,157.14552,-0.00843,56045.22591,0
1001056058075,13.65,0.05,157.14552,-0.00838,56062.19295,0
1001056058075,13.65,0.05,157.14549,-0.00843,56062.20091,0
1001056058075,13.65,0.05,157.14550,-0.00844,56062.20882,0
1001056058075,13.66,0.05,157.14557,-0.00843,56062.21671,0
1001056058075,13.66,0.05,157.14554,-0.00837,56068.18418,0
1001056058075,13.65,0.05,157.14553,-0.00837,56068.19089,0
1001056058075,13.68,0.05,157.14557,-0.00836,56068.19761,0
1001056058075,13.67,0.05,157.14553,-0.00842,56068.20446,0
1001056058075,13.69,0.05,157.14550,-0.00841,56256.45605,0
1001056058075,13.59,0.05,157.14551,-0.00842,56256.46293,0
1001056058075,13.72,0.05,157.14549,-0.00837,56256.46970,0
1001056058075,13.69,0.05,157.14550,-0.00835,56256.47649,0
1001056058075,13.64,0.05,157.14553,-0.00836,56298.41359,0
1001056058075,13.64,0.05,157.14551,-0.00843,56298.42044,0
1001056058075,13.66,0.05,157.14551,-0.00844,56305.40073,0
1001056058075,13.65,0.05,157.14551,-0.00843,56305.40757,0
1001056058075,13.65,0.05,157.14548,-0.00842,56312.37720,0
1001056058075,13.65,0.05,157.14552,-0.00836,56312.38570,0
1001056058075,13.65,0.05,157.14550,-0.00842,56328.33470,0
1001056058075,13.64,0.05,157.14551,-0.00841,56328.34217,0
1001056058075,13.65,0.05,157.14552,-0.00833,56328.34961,0
1001056058075,13.64,0.05,157.14551,-0.00842,56328.35704,0
1001056058075,13.64,0.05,157.14553,-0.00841,56334.38601,0
1001056058075,13.63,0.05,157.14553,-0.00842,56334.39142,0
1001056058075,13.65,0.05,157.14553,-0.00844,56334.39687,0
1001056058075,13.64,0.05,157.14553,-0.00843,56334.40230,0
1001056058075,13.65,0.05,157.14556,-0.00835,56340.31949,0
1001056058075,13.65,0.05,157.14552,-0.00840,56340.32705,0
1001056058075,13.63,0.05,157.14551,-0.00843,56352.31242,0
1001056058075,13.64,0.05,157.14552,-0.00842,56352.31808,0
1001056058075,13.65,0.05,157.14551,-0.00843,56352.32375,0
1001056058075,13.64,0.05,157.14551,-0.00841,56352.32946,0
1001056058075,13.67,0.05,157.14555,-0.00835,56365.26025,0
1001056058075,13.66,0.05,157.14552,-0.00844,56365.26753,0
1001056058075,13.66,0.05,157.14551,-0.00842,55956.40202,0
1001056058075,13.65,0.05,157.14551,-0.00838,55956.40868,0
1001056058075,13.65,0.05,157.14552,-0.00838,55956.41544,0
1001056058075,13.65,0.05,157.14552,-0.00838,55956.42215,0
