  3830.688   1.1021e-16   3.2388e-17   1.5455e-16
  3831.569   8.8446e-17   3.1987e-17   1.5288e-16
  3832.453   5.2872e-17   3.0986e-17   1.4759e-16
  3833.335   4.1554e-17   3.0966e-17   1.3717e-16
  3834.219   5.3528e-17   3.0267e-17   1.2349e-16
  3835.101     7.77e-17   3.0012e-17   1.0792e-16
  3835.985   8.6291e-17   2.9072e-17   9.6964e-17
  3836.867   3.3581e-17   2.7846e-17   9.6061e-17
  3837.750   8.0797e-17   2.8552e-17   1.0322e-16
  3838.635   8.7152e-17   2.8471e-17    1.014e-16
  3839.518   2.3443e-17   2.7291e-17   9.3435e-17
  3840.404   8.5559e-17   2.7685e-17   8.1961e-17
  3841.287   1.2224e-16   2.7782e-17   8.1423e-17
  3842.173   1.0112e-16   2.7838e-17   8.6972e-17
  3843.057   7.5703e-17   2.7402e-17   9.0477e-17
  3843.941   7.2263e-17   2.8277e-17    9.142e-17
  3844.827   9.5131e-17   2.8822e-17   9.4598e-17
  3845.712   1.0611e-16   2.9675e-17   9.5076e-17
  3846.599   5.8384e-17   2.8863e-17   9.4873e-17
  3847.484   5.5957e-17   2.8525e-17   9.5248e-17
  3848.371   8.4801e-17   2.8386e-17    9.513e-17
  3849.257   9.9199e-17   2.7473e-17   9.9174e-17
  3850.142    6.232e-17    2.683e-17   1.0244e-16
  3851.030     4.24e-17   2.5995e-17   1.0177e-16
  3851.916   4.2172e-17   2.6102e-17   9.3839e-17
  3852.804    4.595e-17   2.6343e-17    7.792e-17
  3853.691   7.1233e-17   2.7108e-17   6.4087e-17
  3854.579   9.4625e-17   2.7385e-17   6.1448e-17
  3855.466   1.0775e-16   2.8273e-17   6.5307e-17
  3856.353   9.9153e-17   2.8238e-17   6.7148e-17
  3857.242   8.5605e-17   2.7527e-17   6.5657e-17
  3858.130   1.2997e-16   2.7216e-17   6.1722e-17
  3859.020   8.3587e-17   2.7012e-17   6.0598e-17
  3859.907   8.5224e-17   2.6384e-17   6.4455e-17
  3860.797   1.0214e-16   2.7131e-17   6.8566e-17
  3861.686   9.4351e-17   2.6632e-17   6.8232e-17
  3862.574    1.002e-16   2.6278e-17   6.6424e-17
  3863.465   6.9319e-17   2.5893e-17   6.4166e-17
  3864.353   7.7565e-17   2.5408e-17   5.8762e-17
  3865.244   1.1295e-16   2.5647e-17   5.3497e-17
  3866.134   8.2548e-17   2.5417e-17   5.1187e-17
  3867.025   1.0168e-16   2.6051e-17   5.5908e-17
  3867.915   1.1623e-16   2.6554e-17   6.0658e-17
  3868.805   4.1447e-17   2.4518e-17   6.1169e-17
  3869.697   5.4807e-17   2.4927e-17   4.9993e-17
  3870.587   9.7405e-17    2.523e-17   4.0226e-17
  3871.479   7.9203e-17   2.5143e-17   3.8269e-17
  3872.371   1.1502e-16   2.5833e-17   4.6514e-17
  3873.264   7.3912e-17   2.5177e-17    5.976e-17
  3874.155   8.5756e-17   2.5607e-17   7.1347e-17
  3875.046   9.7694e-17   2.5362e-17   6.8959e-17
  3875.939   8.2315e-17   2.4723e-17    5.911e-17
  3876.831   6.5256e-17   2.3895e-17   5.1741e-17
  3877.725     3.69e-17   2.3353e-17   5.0447e-17
  3878.617    6.005e-17   2.3457e-17   5.3811e-17
  3879.511   1.0348e-16   2.4675e-17   5.5897e-17
  3880.404    1.048e-16   2.4989e-17   5.4815e-17
  3881.297   7.3615e-17   2.4098e-17   5.4048e-17
  3882.192   5.7681e-17   2.4178e-17   5.3674e-17
  3883.085   1.3088e-16   2.5009e-17    5.728e-17
  3883.980   8.6449e-17   2.4851e-17   5.9625e-17
  3884.874   5.6618e-17   2.4134e-17    5.591e-17
  3885.770   6.2956e-17   2.3939e-17   5.0591e-17
  3886.664   7.7059e-17   2.4445e-17   4.9861e-17
  3887.558   1.1361e-16   2.7799e-17   6.2333e-17
  3888.454    7.546e-17   2.7015e-17   6.9085e-17
  3889.349   2.8668e-17   2.3562e-17   6.7965e-17
  3890.246   7.2722e-17   2.4058e-17   6.5294e-17
  3891.140    5.076e-17   2.3709e-17   5.9788e-17
  3892.038   8.9723e-17    2.352e-17   5.6864e-17
  3892.933   9.5867e-17    2.411e-17   5.6972e-17
  3893.831   1.1666e-16   2.4871e-17   6.0317e-17
  3894.727   1.1451e-16   2.5511e-17   6.7411e-17
  3895.623   9.4226e-17    2.568e-17   7.3478e-17
  3896.521   6.6175e-17   2.5118e-17   7.6043e-17
  3897.417   7.9525e-17   2.5047e-17   8.1583e-17
  3898.316   7.4048e-17    2.446e-17   8.9035e-17
  3899.213   2.9942e-17   2.4187e-17   9.4866e-17
  3900.112   6.9099e-17   2.4629e-17   9.2978e-17
  3901.010   1.0983e-16   2.4585e-17    8.154e-17
  3901.907   4.4705e-17   2.3382e-17    7.915e-17
  3902.807   8.1741e-17   2.4176e-17   1.0001e-16
  3903.705   1.8459e-18   2.3944e-17   1.2931e-16
  3904.605   5.9235e-17    2.714e-17   1.2945e-16
  3905.503   1.1126e-16   2.8184e-17   1.3437e-16
  3906.404   9.3339e-17   2.8273e-17   1.4059e-16
  3907.302   6.4455e-17   2.6382e-17   1.4919e-16
  3908.201    7.115e-17   2.6126e-17   1.4109e-16
  3909.103   9.3489e-17   2.6157e-17   1.4186e-16
  3910.002   7.4823e-17   2.5865e-17   1.4428e-16
  3910.903     9.39e-17   2.5505e-17   1.4049e-16
  3911.803   1.1727e-16   2.5632e-17   1.3891e-16
  3912.705   1.3763e-16   2.5798e-17   1.3401e-16
  3913.605   9.9164e-17    2.505e-17   1.3071e-16
  3914.506   1.2626e-17   2.3617e-17   1.2645e-16
  3915.408   6.5247e-17   2.4357e-17   1.1335e-16
  3916.309   9.4067e-17   2.4814e-17   1.0107e-16
  3917.212   8.9607e-17   2.4317e-17   9.0337e-17
  3918.113   1.1905e-16     2.41e-17    8.344e-17
  3919.017   5.7533e-17   2.3079e-17   8.0731e-17
  3919.918   7.0975e-17   2.3226e-17    7.897e-17
  3920.820   7.7078e-17   2.3133e-17   8.0207e-17
  3921.724   6.5805e-17   2.2812e-17   8.1844e-17
  3922.626   8.3454e-17   2.2822e-17     8.16e-17
  3923.531   6.8075e-17   2.2904e-17    7.855e-17
  3924.434    7.255e-17   2.2706e-17   7.7635e-17
  3925.338   9.7924e-17   2.2636e-17   7.4391e-17
  3926.242   8.8246e-17   2.2465e-17   6.7412e-17
  3927.145   8.0295e-17   2.2364e-17   5.8716e-17
  3928.051   1.1495e-16   2.2836e-17   5.3408e-17
  3928.954    8.604e-17   2.2462e-17   5.7133e-17
  3929.861   8.0291e-17   2.2621e-17   6.6538e-17
  3930.765   6.5274e-17   2.1916e-17   7.3707e-17
  3931.671    4.211e-17   2.1324e-17   6.7408e-17
  3932.575   8.0749e-17   2.1646e-17   5.6122e-17
  3933.480   9.5598e-17   2.2088e-17    5.067e-17
  3934.387   1.0369e-16   2.2217e-17   4.9001e-17
  3935.292   1.0559e-16   2.2182e-17   4.8832e-17
  3936.200   8.4016e-17   2.1514e-17   5.3694e-17
  3937.105   7.2053e-17   2.1715e-17   6.4243e-17
  3938.013   1.0397e-16   2.2592e-17   7.9927e-17
  3938.919   1.1342e-16   2.3041e-17   9.2641e-17
  3939.825   9.1897e-17   2.3311e-17   9.8921e-17
  3940.734   5.9146e-17   2.3418e-17   1.0631e-16
  3941.640   8.7008e-17   2.4157e-17   1.1011e-16
  3942.549   1.0493e-16   2.4417e-17   1.0952e-16
  3943.456    1.093e-16    2.419e-17   1.0755e-16
  3944.365   9.8205e-17    2.393e-17   1.1016e-16
  3945.273   6.4195e-17   2.3273e-17   1.1516e-16
  3946.181   4.0515e-17   2.3217e-17   1.1674e-16
  3947.091   7.4563e-17   2.3074e-17   1.1718e-16
  3947.999   1.2603e-16   2.3162e-17   1.1632e-16
  3948.909   5.0484e-17   2.1869e-17   1.0629e-16
  3949.817   1.1483e-16   2.4647e-17   9.9619e-17
  3950.728   1.3439e-16   2.4814e-17   9.2547e-17
  3951.637   1.1961e-16   2.2434e-17   8.5758e-17
