wave flux_0kms flux_-120kms flux_-130kms flux_-140kms flux_-150kms ISM_attenuation
1.216405000000096152e+03 7.960006125321936949e-15 2.817632623158817889e-15 2.638962305959052686e-15 2.466439964717681184e-15 2.300312934479065805e-15 9.324308300041327380e-01
1.216410000000096261e+03 7.749681667153904074e-15 2.795277082087845093e-15 2.617351904107533528e-15 2.445604810998228201e-15 2.280282914400016767e-15 9.333227642797309320e-01
1.216415000000096370e+03 7.550759208627553006e-15 2.773011967539761065e-15 2.595835413351167141e-15 2.424867381424065092e-15 2.260354057520436819e-15 9.341973435062663755e-01
1.216420000000096479e+03 7.362618193863902290e-15 2.750837650215174015e-15 2.574413306141046036e-15 2.404228128803196207e-15 2.240526745257511748e-15 9.350550128231884806e-01
1.216425000000096588e+03 7.184665784614126344e-15 2.728754523799526453e-15 2.553086057145688013e-15 2.383687499033005174e-15 2.220801348473291329e-15 9.358961939454542023e-01
1.216430000000096697e+03 7.016336047666549302e-15 2.706763001440587888e-15 2.531854141663483569e-15 2.363245930436668665e-15 2.201178227237414955e-15 9.367212787983560940e-01
1.216435000000096807e+03 6.857089136433019201e-15 2.684863512545811289e-15 2.510718034190088598e-15 2.342903853171911452e-15 2.181657730622606152e-15 9.375307006460865678e-01
1.216440000000096916e+03 6.706410469374430109e-15 2.663056499872852747e-15 2.489678207127165982e-15 2.322661688705480290e-15 2.162240196529877960e-15 9.383248496931060334e-01
1.216445000000097025e+03 6.563809907750576218e-15 2.641342416888600456e-15 2.468735129619943034e-15 2.302519849347272247e-15 2.142925951540627830e-15 9.391040930922283092e-01
1.216450000000097134e+03 6.428820935008174213e-15 2.619721725373985133e-15 2.447889266512160131e-15 2.282478737838619130e-15 2.123715310793067290e-15 9.398687856468926904e-01
1.216455000000097243e+03 6.300999839952861283e-15 2.598194893253633166e-15 2.427141077407884747e-15 2.262538746989677310e-15 2.104608577880691212e-15 9.406193062517309578e-01
1.216460000000097352e+03 6.179924905687043762e-15 2.576762392631072049e-15 2.406491015830613338e-15 2.242700259361369657e-15 2.085606044770685535e-15 9.413559996270669528e-01
1.216465000000097461e+03 6.065195606135864281e-15 2.555424698011756513e-15 2.385939528470848315e-15 2.222963646987704528e-15 2.066707991740375441e-15 9.420791862863973076e-01
1.216470000000097571e+03 5.956431811828549706e-15 2.534182284697607601e-15 2.365487054514128976e-15 2.203329271134682127e-15 2.047914687330007698e-15 9.427891881688432729e-01
1.216475000000097680e+03 5.853273006452633719e-15 2.513035627338071218e-15 2.345134025042179576e-15 2.183797482092352347e-15 2.029226388310296919e-15 9.434863374913380341e-01
1.216480000000097789e+03 5.755377515553765868e-15 2.491985198623954589e-15 2.324880862500462535e-15 2.164368618996900207e-15 2.010643339663350906e-15 9.441709396117562436e-01
1.216485000000097898e+03 5.662421748614770405e-15 2.471031468111418057e-15 2.304727980226040056e-15 2.145043009679904398e-15 1.992165774575688441e-15 9.448432749142132714e-01
1.216490000000098007e+03 5.574099455614049027e-15 2.450174901164544117e-15 2.284675782030150353e-15 2.125820970542223663e-15 1.973793914442213569e-15 9.455036366045307394e-01
1.216495000000098116e+03 5.490120999035781603e-15 2.429415958005903086e-15 2.264724661830441879e-15 2.106702806450140898e-15 1.955527968880097972e-15 9.461523162547444965e-01
1.216500000000098225e+03 5.410212642182474735e-15 2.408755092865406893e-15 2.244875003328230604e-15 2.087688810651681964e-15 1.937368135751648072e-15 9.467895852599305107e-01
1.216505000000098335e+03 5.334115854524641830e-15 2.388192753218570004e-15 2.225127179726572571e-15 2.068779264711165479e-15 1.919314601195298592e-15 9.474156894356557945e-01
1.216510000000098444e+03 5.261586634712491937e-15 2.367729379106075871e-15 2.205481553485322979e-15 2.049974438460270567e-15 1.901367539663980378e-15 9.480308963805201827e-01
1.216515000000098553e+03 5.192394851770599746e-15 2.347365402527224141e-15 2.185938476109715145e-15 2.031274589964032215e-15 1.883527113970165544e-15 9.486354626009012581e-01
1.216520000000098662e+03 5.126323604898685988e-15 2.327101246900502059e-15 2.166498287969282618e-15 2.012679965500360869e-15 1.865793475336973431e-15 9.492296299592705155e-01
1.216525000000098771e+03 5.063168602209594710e-15 2.306937326585096141e-15 2.147161318144273081e-15 1.994190799551788977e-15 1.848166763454778869e-15 9.498136144467563824e-01
1.216530000000098880e+03 5.002737558649426901e-15 2.286874046457719189e-15 2.127927884296934260e-15 1.975807314808296292e-15 1.830647106542805254e-15 9.503876607456804848e-01
1.216535000000098989e+03 4.944849613264400247e-15 2.266911801539620678e-15 2.108798292565334034e-15 1.957529722180149375e-15 1.813234621415266989e-15 9.509519950400791011e-01
1.216540000000099099e+03 4.889334765904236587e-15 2.247050976669110874e-15 2.089772837477546176e-15 1.939358220819823644e-15 1.795929413551626611e-15 9.515068326194081605e-01
1.216545000000099208e+03 4.836033333382603224e-15 2.227291946215335671e-15 2.070851801884295825e-15 1.921292998152145354e-15 1.778731577170616380e-15 9.520523660470279204e-01
1.216550000000099317e+03 4.784795425051277540e-15 2.207635073829460790e-15 2.052035456908284645e-15 1.903334229911881214e-15 1.761641195307672859e-15 9.525888171012630856e-01
1.216555000000099426e+03 4.735480437685960259e-15 2.188080712229716255e-15 2.033324061908620298e-15 1.885482080188085781e-15 1.744658339895493420e-15 9.531163864719447432e-01
1.216560000000099535e+03 4.687956569528039097e-15 2.168629203017135838e-15 2.014717864458919238e-15 1.867736701474563709e-15 1.727783071847435014e-15 9.536352654521211836e-01
1.216565000000099644e+03 4.642100353277743264e-15 2.149280876519080977e-15 1.996217100337763865e-15 1.850098234725903721e-15 1.711015441143510657e-15 9.541456284594016513e-01
1.216570000000099753e+03 4.597796207790034354e-15 2.130036051657914371e-15 1.977821993530364258e-15 1.832566809418546699e-15 1.694355486918760391e-15 9.546476745712493273e-01
1.216575000000099863e+03 4.554936008184835538e-15 2.110895035842448770e-15 1.959532756240344943e-15 1.815142543616448100e-15 1.677803237553794966e-15 9.551415830772419513e-01
1.216580000000099972e+03 4.513418674047820557e-15 2.091858124879998852e-15 1.941349588910718336e-15 1.797825544040901217e-15 1.661358710767328234e-15 9.556275243061467251e-01
1.216585000000100081e+03 4.473149775366680459e-15 2.072925602907083332e-15 1.923272680253155426e-15 1.780615906144163934e-15 1.645021913710534380e-15 9.561056566434485982e-01
1.216590000000100190e+03 4.434041155820216107e-15 2.054097742336998067e-15 1.905302207284795603e-15 1.763513714186534184e-15 1.628792843063078134e-15 9.565761590951025184e-01
1.216595000000100299e+03 4.396010573013891318e-15 2.035374803822665036e-15 1.887438335371882898e-15 1.746519041316572173e-15 1.612671485130677729e-15 9.570391922120494721e-01
1.216600000000100408e+03 4.358981355235066582e-15 2.016757036233287981e-15 1.869681218279587273e-15 1.729631949654206282e-15 1.596657815944083876e-15 9.574949076335922404e-01
1.216605000000100517e+03 4.322882074284046575e-15 1.998244676643520157e-15 1.852030998227447748e-15 1.712852490376451485e-15 1.580751801359357194e-15 9.579434505610807671e-01
1.216610000000100626e+03 4.287646233923011645e-15 1.979837950333945150e-15 1.834487805949917466e-15 1.696180703805530044e-15 1.564953397159334459e-15 9.583849969171059913e-01
1.216615000000100736e+03 4.253211973473723735e-15 1.961537070801805378e-15 1.817051760761533079e-15 1.679616619499186214e-15 1.549262549156197091e-15 9.588196559791396512e-01
1.216620000000100845e+03 4.219521786086330151e-15 1.943342239780997748e-15 1.799722970626310439e-15 1.663160256343009209e-15 1.533679193295054896e-15 9.592475842142798026e-01
1.216625000000100954e+03 4.186522251195539632e-15 1.925253647270484479e-15 1.782501532230963912e-15 1.646811622644596562e-15 1.518203255758458506e-15 9.596689190144112036e-01
1.216630000000101063e+03 4.154163780676632573e-15 1.907271471570307365e-15 1.765387531061617973e-15 1.630570716229405856e-15 1.502834653071767328e-15 9.600837943061579782e-01
1.216635000000101172e+03 4.122400378212094901e-15 1.889395879324500623e-15 1.748381041483703034e-15 1.614437524538160113e-15 1.487573292209314450e-15 9.604923406544564335e-01
1.216640000000101281e+03 4.091189411379888346e-15 1.871627025570267694e-15 1.731482126824753896e-15 1.598412024725673723e-15 1.472419070701292948e-15 9.608946853627446938e-01
1.216645000000101390e+03 4.060491395976391664e-15 1.853965053792833503e-15 1.714690839459849099e-15 1.582494183760991435e-15 1.457371876741310964e-15 9.612909525694869339e-01
1.216650000000101500e+03 4.030269792090611512e-15 1.836410095985444430e-15 1.698007220899484707e-15 1.566683958528731149e-15 1.442431589294563069e-15 9.616812633416094158e-01
1.216655000000101609e+03 4.000490811451352113e-15 1.818962272714063188e-15 1.681431301879653936e-15 1.550981295931535249e-15 1.427598078206558570e-15 9.620657357645810981e-01
1.216660000000101718e+03 3.971123235575327240e-15 1.801621693186308167e-15 1.664963102453956530e-15 1.535386132993546875e-15 1.412871204312370460e-15 9.624444850295825749e-01
1.216665000000101827e+03 3.942138244251711905e-15 1.784388455324277124e-15 1.648602632087571416e-15 1.519898396964821969e-15 1.398250819546347434e-15 9.628176235176697517e-01
1.216670000000101936e+03 3.913509253907183987e-15 1.767262645840887626e-15 1.632349889752926013e-15 1.504518005426610066e-15 1.383736767052256620e-15 9.631852608736614085e-01
1.216675000000102045e+03 3.885211765404845345e-15 1.750244340319438796e-15 1.616204864026940689e-15 1.489244866397432609e-15 1.369328881293809697e-15 9.631852608736614085e-01
1.216680000000102154e+03 3.857223220840686111e-15 1.733333603296101709e-15 1.600167533189701659e-15 1.474078878439891568e-15 1.355026988165540253e-15 9.631852608736614085e-01
1.216685000000102264e+03 3.829522868912091619e-15 1.716530488345082844e-15 1.584237865324462111e-15 1.459019930768158438e-15 1.340830905103990181e-15 9.631852608736614085e-01
1.216690000000102373e+03 3.802091638444269975e-15 1.699835038166237737e-15 1.568415818418858396e-15 1.444067903356075796e-15 1.326740441199172961e-15 9.631852608736614085e-01
1.216695000000102482e+03 3.774912019672449245e-15 1.683247284674920660e-15 1.552701340467243026e-15 1.429222667045829794e-15 1.312755397306284651e-15 9.631852608736614085e-01
1.216700000000102591e+03 3.747967952889877161e-15 1.666767249093877846e-15 1.537094369574051889e-15 1.414484083657141522e-15 1.298875566157620962e-15 9.631852608736614085e-01
1.216705000000102700e+03 3.721244724084240992e-15 1.650394942047023328e-15 1.521594834058118871e-15 1.399852006096932676e-15 1.285100732474681887e-15 9.631852608736614085e-01
1.216710000000102809e+03 3.694728867197900780e-15 1.634130363654929564e-15 1.506202652557862569e-15 1.385326278469422144e-15 1.271430673080422664e-15 9.631852608736614085e-01
1.216715000000102918e+03 3.668408072660178145e-15 1.617973503631904269e-15 1.490917734137281983e-15 1.370906736186611891e-15 1.257865157011632731e-15 9.631852608736614085e-01
1.216720000000103028e+03 3.642271101852958257e-15 1.601924341384513025e-15 1.475739978392688804e-15 1.356593206079127241e-15 1.244403945631406976e-15 9.631852608736614085e-01
1.216725000000103137e+03 3.616307707183849600e-15 1.585982846111441184e-15 1.460669275560120687e-15 1.342385506507370138e-15 1.231046792741687400e-15 9.631852608736614085e-01
1.216730000000103246e+03 3.590508557454043236e-15 1.570148976904576931e-15 1.445705506623380289e-15 1.328283447472956400e-15 1.217793444695846380e-15 9.631852608736614085e-01
1.216735000000103355e+03 3.564865168220931664e-15 1.554422682851231673e-15 1.430848543422647805e-15 1.314286830730398900e-15 1.204643640511289864e-15 9.631852608736614085e-01
1.216740000000103464e+03 3.539369836868231862e-15 1.538803903137393463e-15 1.416098248763618298e-15 1.300395449899003933e-15 1.191597111982051485e-15 9.631852608736614085e-01
1.216745000000103573e+03 3.514015582108909053e-15 1.523292567151943997e-15 1.401454476527115109e-15 1.286609090574956717e-15 1.178653583791354927e-15 9.631852608736614085e-01
1.216750000000103682e+03 3.488796087658553277e-15 1.507888594591751259e-15 1.386917071779142255e-15 1.272927530443558352e-15 1.165812773624123436e-15 9.631852608736614085e-01
1.216755000000103792e+03 3.463705649828957232e-15 1.492591895567580408e-15 1.372485870881329699e-15 1.259350539391591169e-15 1.153074392279409462e-15 9.631852608736614085e-01
1.216760000000103901e+03 3.438739128803488616e-15 1.477402370710747773e-15 1.358160701601736745e-15 1.245877879619780314e-15 1.140438143782727855e-15 9.631852608736614085e-01
1.216765000000104010e+03 3.413891903367385693e-15 1.462319911280461747e-15 1.343941383225971386e-15 1.232509305755332651e-15 1.127903725498260489e-15 9.631852608736614085e-01
1.216770000000104119e+03 3.389159828877385914e-15 1.447344399271797926e-15 1.329827726668599742e-15 1.219244564964512731e-15 1.115470828240922625e-15 9.631852608736614085e-01
1.216775000000104228e+03 3.364539198265988067e-15 1.432475707524247751e-15 1.315819534584802031e-15 1.206083397065246574e-15 1.103139136388261848e-15 9.631852608736614085e-01
1.216780000000104337e+03 3.340026705886262511e-15 1.417713699830802392e-15 1.301916601482248621e-15 1.193025534639717952e-15 1.090908327992171222e-15 9.631852608736614085e-01
1.216785000000104446e+03 3.315619414013358386e-15 1.403058231047516255e-15 1.288118713833164822e-15 1.180070703146935299e-15 1.078778074890397145e-15 9.631852608736614085e-01
1.216790000000104556e+03 3.291314721828756450e-15 1.388509147203512063e-15 1.274425650186553256e-15 1.167218621035248311e-15 1.066748042817820015e-15 9.631852608736614085e-01
1.216795000000104665e+03 3.267110336722845288e-15 1.374066285611384497e-15 1.260837181280547956e-15 1.154468999854788245e-15 1.054817891517488371e-15 9.631852608736614085e-01
1.216800000000104774e+03 3.243004247760583304e-15 1.359729474977969289e-15 1.247353070154863931e-15 1.141821544369809790e-15 1.042987274851389759e-15 9.631852608736614085e-01
1.216805000000104883e+03 3.218994701163811831e-15 1.345498535515425682e-15 1.233973072263329946e-15 1.129275952670915215e-15 1.031255840910936615e-15 9.631852608736614085e-01
1.216810000000104992e+03 3.195080177672244831e-15 1.331373279052617475e-15 1.220696935586462523e-15 1.116831916287133158e-15 1.019623232127148246e-15 9.631852608736614085e-01
1.216815000000105101e+03 3.171259371653253563e-15 1.317353509146742759e-15 1.207524400744067355e-15 1.104489120297839846e-15 1.008089085380514301e-15 9.631852608736614085e-01
1.216820000000105210e+03 3.147531171838303350e-15 1.303439021195188676e-15 1.194455201107836974e-15 1.092247243444492169e-15 9.966530321105150938e-16 9.631852608736614085e-01
1.216825000000105319e+03 3.123894643571266716e-15 1.289629602547576089e-15 1.181489062913923370e-15 1.080105958242158221e-15 9.853146984247904873e-16 9.631852608736614085e-01
1.216830000000105429e+03 3.100349012460931033e-15 1.275925032617965979e-15 1.168625705375460521e-15 1.068064931090826352e-15 9.740737052079309088e-16 9.631852608736614085e-01
1.216835000000105538e+03 3.076893649336657044e-15 1.262325082997199940e-15 1.155864840795012963e-15 1.056123822386464963e-15 9.629296682298772928e-16 9.631852608736614085e-01
1.216840000000105647e+03 3.053528056412577030e-15 1.248829517565341851e-15 1.143206174676932263e-15 1.044282286631825701e-15 9.518821982539153499e-16 9.631852608736614085e-01
1.216845000000105756e+03 3.030251854571741561e-15 1.235438092604202178e-15 1.130649405839592008e-15 1.032539972546958342e-15 9.409309011442454282e-16 9.631852608736614085e-01
1.216850000000105865e+03 3.007064771687382081e-15 1.222150556909908424e-15 1.118194226527487701e-15 1.020896523179430434e-15 9.300753779731092330e-16 9.631852608736614085e-01
1.216855000000105974e+03 2.983966631903872078e-15 1.208966651905505164e-15 1.105840322523171192e-15 1.009351576014223512e-15 9.193152251274647260e-16 9.631852608736614085e-01
1.216860000000106083e+03 2.960957345805150076e-15 1.195886111753553091e-15 1.093587373259009784e-15 9.979047630832956204e-16 9.086500344151835659e-16 9.631852608736614085e-01
1.216865000000106193e+03 2.938036901403188778e-15 1.182908663468705780e-15 1.081435051928738665e-15 9.865557110747856945e-16 8.980793931707697118e-16 9.631852608736614085e-01
1.216870000000106302e+03 2.915205355883705988e-15 1.170034027030238722e-15 1.069383025598792445e-15 9.753040414418481657e-16 8.876028843605665472e-16 9.631852608736614085e-01
1.216875000000106411e+03 2.892462828050634725e-15 1.157261915494506574e-15 1.057430955319399854e-15 9.641493705110988519e-16 8.772200866874571626e-16 9.631852608736614085e-01
1.216880000000106520e+03 2.869809491414935312e-15 1.144592035107312453e-15 1.045578496235408042e-15 9.530913095906551780e-16 8.669305746950263375e-16 9.631852608736614085e-01
1.216885000000106629e+03 2.847245567877170845e-15 1.132024085416155738e-15 1.033825297696836905e-15 9.421294650777480451e-16 8.567339188711812667e-16 9.631852608736614085e-01
1.216890000000106738e+03 2.824771321956861088e-15 1.119557759382348143e-15 1.022171003369126930e-15 9.312634385659023889e-16 8.466296857512148565e-16 9.631852608736614085e-01
1.216895000000106847e+03 2.802387055525014842e-15 1.107192743492968065e-15 1.010615251343076228e-15 9.204928269516611857e-16 8.366174380202923643e-16 9.631852608736614085e-01
1.216900000000106957e+03 2.780093102999409707e-15 1.094928717872639017e-15 9.991576742444367888e-16 9.098172225408373252e-16 8.266967346153592118e-16 9.631852608736614085e-01
1.216905000000107066e+03 2.757889826965144777e-15 1.082765356395106712e-15 9.877978993431608652e-16 8.992362131542834889e-16 8.168671308264437406e-16 9.631852608736614085e-01
1.216910000000107175e+03 2.735777614185792294e-15 1.070702326794596042e-15 9.765355486622781752e-16 8.887493822331585379e-16 8.071281783973561949e-16 9.631852608736614085e-01
1.216915000000107284e+03 2.713756871973049903e-15 1.058739290776929633e-15 9.653702390863849850e-16 8.783563089436817332e-16 7.974794256257598687e-16 9.631852608736614085e-01
1.216920000000107393e+03 2.691828024885222869e-15 1.046875904130388247e-15 9.543015824697247577e-16 8.680565682813571373e-16 7.879204174626095863e-16 9.631852608736614085e-01
1.216925000000107502e+03 2.669991511727150948e-15 1.035111816836290536e-15 9.433291857438544537e-16 8.578497311746518278e-16 7.784506956109423319e-16 9.631852608736614085e-01
1.216930000000107611e+03 2.648247782826285093e-15 1.023446673179279549e-15 9.324526510248714350e-16 8.477353645881233876e-16 7.690697986240125316e-16 9.631852608736614085e-01
1.216935000000107721e+03 2.626597297561567652e-15 1.011880111857290532e-15 9.216715757201861837e-16 8.377130316249690618e-16 7.597772620027531563e-16 9.631852608736614085e-01
1.216940000000107830e+03 2.605040522123649972e-15 1.000411766091189182e-15 9.109855526348303804e-16 8.277822916289980599e-16 7.505726182925624463e-16 9.631852608736614085e-01
1.216945000000107939e+03 2.583577927486632007e-15 9.890412637340572823e-16 9.003941700772754949e-16 8.179427002860029428e-16 7.414553971793964389e-16 9.631852608736614085e-01
1.216950000000108048e+03 2.562209987573106776e-15 9.777682273801085588e-16 8.898970119647605086e-16 8.081938097245227001e-16 7.324251255851607903e-16 9.631852608736614085e-01
1.216955000000108157e+03 2.540937177595762925e-15 9.665922744732215436e-16 8.794936579280991851e-16 7.985351686159866697e-16 7.234813277623947913e-16 9.631852608736614085e-01
1.216960000000108266e+03 2.519759972560142116e-15 9.555130174150683445e-16 8.691836834159662001e-16 7.889663222742197759e-16 7.146235253882304205e-16 9.631852608736614085e-01
1.216965000000108375e+03 2.498678845914432196e-15 9.445300636728274880e-16 8.589666597986340269e-16 7.794868127543085936e-16 7.058512376576233778e-16 9.631852608736614085e-01
1.216970000000108485e+03 2.477694268333303609e-15 9.336430158864551977e-16 8.488421544711626478e-16 7.700961789508048669e-16 6.971639813758466306e-16 9.631852608736614085e-01
1.216975000000108594e+03 2.456806706623913147e-15 9.228514719755149099e-16 8.388097309560122144e-16 7.607939566952656951e-16 6.885612710502337539e-16 9.631852608736614085e-01
1.216980000000108703e+03 2.436016622743167860e-15 9.121550252455320926e-16 8.288689490050802333e-16 7.515796788531118470e-16 6.800426189811654569e-16 9.631852608736614085e-01
1.216985000000108812e+03 2.415324472916278698e-15 9.015532644938708174e-16 8.190193647011387251e-16 7.424528754197976947e-16 6.716075353522931825e-16 9.631852608736614085e-01
1.216990000000108921e+03 2.394730706847461394e-15 8.910457741151133493e-16 8.092605305586659317e-16 7.334130736162816262e-16 6.632555283199874537e-16 9.631852608736614085e-01
1.216995000000109030e+03 2.374235767014443958e-15 8.806321342059303290e-16 7.995919956240564020e-16 7.244597979837868762e-16 6.549861041020068254e-16 9.631852608736614085e-01
1.217000000000109139e+03 2.353840088039153285e-15 8.703119206694163054e-16 7.900133055752008764e-16 7.155925704778404522e-16 6.467987670653789613e-16 9.631852608736614085e-01
1.217005000000109249e+03 2.333544096127599851e-15 8.600847053188962380e-16 7.805240028204188118e-16 7.068109105615876874e-16 6.386930198134834822e-16 9.631852608736614085e-01
1.217010000000109358e+03 2.313348208572625156e-15 8.499500559811704285e-16 7.711236265967388145e-16 6.981143352983633922e-16 6.306683632723367834e-16 9.631852608736614085e-01
1.217015000000109467e+03 2.293252833313683422e-15 8.399075365991946287e-16 7.618117130675104155e-16 6.895023594435201933e-16 6.227242967760635355e-16 9.631852608736614085e-01
1.217020000000109576e+03 2.273258368548405296e-15 8.299567073341789547e-16 7.525877954193380162e-16 6.809744955354982859e-16 6.148603181515558566e-16 9.631852608736614085e-01
1.217025000000109685e+03 2.253365202391099573e-15 8.200971246670920986e-16 7.434514039583272441e-16 6.725302539861320601e-16 6.070759238023080258e-16 9.631852608736614085e-01
1.217030000000109794e+03 2.233573712573836046e-15 8.103283414995602870e-16 7.344020662056325741e-16 6.641691431701867999e-16 5.993706087914257522e-16 9.631852608736614085e-01
1.217035000000109903e+03 2.213884266186108790e-15 8.006499072541474763e-16 7.254393069922962575e-16 6.558906695141098738e-16 5.917438669238017175e-16 9.631852608736614085e-01
1.217040000000110012e+03 2.194297219449456229e-15 7.910613679740029803e-16 7.165626485533689927e-16 6.476943375840027283e-16 5.841951908274512758e-16 9.631852608736614085e-01
1.217045000000110122e+03 2.174812917523758715e-15 7.815622664218663737e-16 7.077716106213006044e-16 6.395796501727889327e-16 5.767240720340066381e-16 9.631852608736614085e-01
1.217050000000110231e+03 2.155431694342206847e-15 7.721521421784215846e-16 6.990657105185976730e-16 6.315461083865873488e-16 5.693300010583606631e-16 9.631852608736614085e-01
1.217055000000110340e+03 2.136153872472235946e-15 7.628305317399796673e-16 6.904444632497307605e-16 6.235932117302745485e-16 5.620124674774578901e-16 9.631852608736614085e-01
1.217060000000110449e+03 2.116979762999969767e-15 7.535969686154916346e-16 6.819073815922897535e-16 6.157204581922327322e-16 5.547709600082296579e-16 9.631852608736614085e-01
1.217065000000110558e+03 2.097909665435928743e-15 7.444509834228671904e-16 6.734539761873731232e-16 6.079273443282749648e-16 5.476049665846643359e-16 9.631852608736614085e-01
1.217070000000110667e+03 2.078943867639995505e-15 7.353921039846026186e-16 6.650837556292123851e-16 6.002133653447469380e-16 5.405139744340164152e-16 9.631852608736614085e-01
1.217075000000110776e+03 2.060082645763796484e-15 7.264198554226952452e-16 6.567962265540073032e-16 5.925780151807918517e-16 5.334974701521418376e-16 9.631852608736614085e-01
1.217080000000110886e+03 2.041326264208848896e-15 7.175337602528455588e-16 6.485908937279825872e-16 5.850207865897815660e-16 5.265549397779652818e-16 9.631852608736614085e-01
1.217085000000110995e+03 2.022674975598971515e-15 7.087333384779286495e-16 6.404672601346493194e-16 5.775411712199011101e-16 5.196858688670689543e-16 9.631852608736614085e-01
1.217090000000111104e+03 2.004129020765599238e-15 7.000181076807307244e-16 6.324248270612626304e-16 5.701386596938871365e-16 5.128897425644036740e-16 9.631852608736614085e-01
1.217095000000111213e+03 1.985688628744783044e-15 6.913875831159415305e-16 6.244630941844735543e-16 5.628127416879139132e-16 5.061660456761194893e-16 9.631852608736614085e-01
1.217100000000111322e+03 1.967354016784763854e-15 6.828412778013915418e-16 6.165815596551668770e-16 5.555629060096196542e-16 4.995142627405121796e-16 9.631852608736614085e-01
1.217105000000111431e+03 1.949125390363119994e-15 6.743787026085267126e-16 6.087797201824793589e-16 5.483886406752761477e-16 4.929338780980847530e-16 9.631852608736614085e-01
1.217110000000111540e+03 1.931002943212582674e-15 6.659993663521145836e-16 6.010570711169875827e-16 5.412894329860878752e-16 4.864243759607190111e-16 9.631852608736614085e-01
1.217115000000111650e+03 1.912986857354712453e-15 6.577027758791703046e-16 5.934131065330704548e-16 5.342647696036285128e-16 4.799852404799632926e-16 9.631852608736614085e-01
1.217120000000111759e+03 1.895077303140686118e-15 6.494884361570980347e-16 5.858473193104276265e-16 5.273141366243998229e-16 4.736159558144209168e-16 9.631852608736614085e-01
1.217125000000111868e+03 1.877274439298545497e-15 6.413558503610387501e-16 5.783592012147605386e-16 5.204370196535183634e-16 4.673160061962538199e-16 9.631852608736614085e-01
1.217130000000111977e+03 1.859578412986303191e-15 6.333045199604172581e-16 5.709482429776020886e-16 5.136329038775244888e-16 4.610848759967902431e-16 9.631852608736614085e-01
1.217135000000112086e+03 1.841989359850352590e-15 6.253339448046834893e-16 5.636139343752968910e-16 5.069012741363077299e-16 4.549220497912371618e-16 9.631852608736614085e-01
1.217140000000112195e+03 1.824507404088717954e-15 6.174436232082402765e-16 5.563557643071231591e-16 5.002416149941523955e-16 4.488270124224993303e-16 9.631852608736614085e-01
1.217145000000112304e+03 1.807132658518687401e-15 6.096330520345505208e-16 5.491732208725553196e-16 4.936534108098939309e-16 4.427992490641041032e-16 9.631852608736614085e-01
1.217150000000112414e+03 1.789865224648435958e-15 6.019017267794172378e-16 5.420657914476613460e-16 4.871361458061922457e-16 4.368382452822285819e-16 9.631852608736614085e-01
1.217155000000112523e+03 1.772705192752283086e-15 5.942491416534385532e-16 5.350329627606302731e-16 4.806893041379116555e-16 4.309434870968323909e-16 9.631852608736614085e-01
1.217160000000112632e+03 1.755652641949258887e-15 5.866747896636167441e-16 5.280742209664310786e-16 4.743123699596128631e-16 4.251144610418959834e-16 9.631852608736614085e-01
1.217165000000112741e+03 1.738707640284693034e-15 5.791781626941325666e-16 5.211890517205945468e-16 4.680048274921514559e-16 4.193506542247638870e-16 9.631852608736614085e-01
1.217170000000112850e+03 1.721870244814551687e-15 5.717587515862683040e-16 5.143769402521180196e-16 4.617661610883839052e-16 4.136515543845920976e-16 9.631852608736614085e-01
1.217175000000112959e+03 1.705140501692294631e-15 5.644160462174831839e-16 5.076373714354883960e-16 4.555958552979795897e-16 4.080166499499039634e-16 9.631852608736614085e-01
1.217180000000113068e+03 1.688518446258034308e-15 5.571495355796274580e-16 5.009698298618248637e-16 4.494933949313372640e-16 4.024454300952533236e-16 9.631852608736614085e-01
1.217185000000113178e+03 1.672004103129796573e-15 5.499587078563010606e-16 4.943737999091328782e-16 4.434582651226084878e-16 3.969373847969948547e-16 9.631852608736614085e-01
1.217190000000113287e+03 1.655597486296716916e-15 5.428430504993455061e-16 4.878487658116743235e-16 4.374899513918219009e-16 3.914920048881665039e-16 9.631852608736614085e-01
1.217195000000113396e+03 1.639298599213999592e-15 5.358020503044680401e-16 4.813942117284461603e-16 4.315879397061183049e-16 3.861087821124814963e-16 9.631852608736614085e-01
1.217200000000113505e+03 1.623107434899502798e-15 5.288351934859959718e-16 4.750096218107692398e-16 4.257517165400825969e-16 3.807872091774351905e-16 9.631852608736614085e-01
1.217205000000113614e+03 1.607023976031815770e-15 5.219419657507533997e-16 4.686944802689860000e-16 4.199807689351868551e-16 3.755267798065260927e-16 9.631852608736614085e-01
1.217210000000113723e+03 1.591048195049704566e-15 5.151218523710640755e-16 4.624482714382641856e-16 4.142745845583376224e-16 3.703269887905941357e-16 9.631852608736614085e-01
1.217215000000113832e+03 1.575180054252819625e-15 5.083743382568717311e-16 4.562704798435064926e-16 4.086326517595284256e-16 3.651873320382794271e-16 9.631852608736614085e-01
1.217220000000113941e+03 1.559419505903561178e-15 5.016989080269781622e-16 4.501605902633671241e-16 4.030544596286008320e-16 3.601073066256009739e-16 9.631852608736614085e-01
1.217225000000114051e+03 1.543766492330015540e-15 4.950950460793965064e-16 4.441180877933707203e-16 3.975394980511132056e-16 3.550864108446615956e-16 9.631852608736614085e-01
1.217230000000114160e+03 1.528220946029871163e-15 4.885622366608173484e-16 4.381424579081395312e-16 3.920872577633205651e-16 3.501241442514787305e-16 9.631852608736614085e-01
