1124.876813 0 0 128
1124.886776 0 0 128
1124.896739 0 0 128
1124.906702 0 0 128
1124.916665 0 0 128
1124.926628 0 0 128
1124.936592 0 0 128
1124.946555 0 0 128
1124.956518 0 0 128
1124.966481 0 0 128
1124.976444 0 0 128
1124.986407 0 0 128
1124.996370 0 0 128
1125.006333 0 0 128
1125.016296 0 0 128
1125.026259 0 0 128
1125.036222 0 0 128
1125.046186 0 0 128
1125.056149 0 0 128
1125.066112 0 0 128
1125.076075 0 0 128
1125.086038 0 0 128
1125.096001 0 0 128
1125.105964 0 0 128
1125.115927 0 0 128
1125.125890 0 0 128
1125.135853 0 0 128
1125.145817 0 0 128
1125.155780 0 0 128
1125.165743 0 0 128
1125.175706 0 0 128
1125.185669 0 0 128
1125.195632 0 0 128
1125.205595 0 0 128
1125.215558 0 0 128
1125.225521 0 0 128
1125.235484 0 0 128
1125.245447 0 0 128
1125.255411 0 0 128
1125.265374 0 0 128
1125.275337 0 0 128
1125.285300 0 0 128
1125.295263 0 0 128
1125.305226 0 0 128
1125.315189 0 0 128
1125.325152 0 0 128
1125.335115 0 0 128
1125.345078 0 0 128
1125.355041 0 0 128
1125.365005 0 0 128
1125.374968 0 0 128
1125.384931 0 0 128
1125.394894 0 0 128
1125.404857 0 0 128
1125.414820 0 0 128
1125.424783 0 0 128
1125.434746 0 0 128
1125.444709 0 0 128
1125.454672 0 0 128
1125.464635 0 0 128
1125.474599 0 0 128
1125.484562 0 0 128
1125.494525 0 0 128
1125.504488 0 0 128
1125.514451 0 0 128
1125.524414 0 0 128
1125.534377 0 0 128
1125.544340 0 0 128
1125.554303 0 0 128
1125.564266 0 0 128
1125.574229 0 0 128
1125.584193 0 0 128
1125.594156 0 0 128
1125.604119 0 0 128
1125.614082 0 0 128
1125.624045 0 0 128
1125.634008 0 0 128
1125.643971 0 0 128
1125.653934 0 0 128
1125.663897 0 0 128
1125.673860 0 0 128
1125.683824 0 0 128
1125.693787 0 0 128
1125.703750 0 0 128
1125.713713 0 0 128
1125.723676 0 0 128
1125.733639 0 0 128
1125.743602 0 0 128
1125.753565 0 0 128
1125.763528 0 0 128
1125.773491 0 0 128
1125.783454 0 0 128
1125.793418 0 0 128
1125.803381 0 0 128
1125.813344 0 0 128
1125.823307 0 0 128
1125.833270 0 0 128
1125.843233 0 0 128
1125.853196 0 0 128
1125.863159 0 0 128
1125.873122 0 0 128
1125.883085 0 0 128
1125.893048 0 0 128
1125.903012 0 0 128
1125.912975 0 0 128
1125.922938 0 0 128
1125.932901 0 0 128
1125.942864 0 0 128
1125.952827 0 0 128
1125.962790 0 0 128
1125.972753 0 0 128
1125.982716 0 0 128
1125.992679 0 0 128
1126.002642 0 0 128
1126.012606 0 0 128
1126.022569 0 0 128
1126.032532 0 0 128
1126.042495 0 0 128
1126.052458 0 0 128
1126.062421 0 0 128
1126.072384 0 0 128
1126.082347 0 0 128
1126.092310 0 0 128
1126.102273 0 0 128
1126.112236 0 0 128
1126.122200 0 0 128
1126.132163 0 0 128
1126.142126 0 0 128
1126.152089 0 0 128
1126.162052 0 0 128
1126.172015 0 0 128
1126.181978 0 0 128
1126.191941 0 0 128
1126.201904 0 0 128
1126.211867 0 0 128
1126.221830 0 0 128
1126.231794 0 0 128
1126.241757 0 0 128
1126.251720 0 0 128
1126.261683 0 0 128
1126.271646 0 0 128
1126.281609 0 0 128
1126.291572 0 0 128
1126.301535 0 0 128
1126.311498 0 0 128
1126.321461 0 0 128
1126.331425 0 0 128
1126.341388 0 0 128
1126.351351 0 0 128
1126.361314 0 0 128
1126.371277 0 0 128
1126.381240 0 0 128
1126.391203 0 0 128
1126.401166 0 0 128
1126.411129 0 0 128
1126.421092 0 0 128
1126.431055 0 0 128
1126.441019 0 0 128
1126.450982 0 0 128
1126.460945 0 0 128
1126.470908 0 0 128
1126.480871 0 0 128
1126.490834 0 0 128
1126.500797 0 0 128
1126.510760 0 0 128
1126.520723 0 0 128
1126.530686 0 0 128
1126.540649 0 0 128
1126.550613 0 0 128
1126.560576 0 0 128
1126.570539 0 0 128
1126.580502 0 0 128
1126.590465 0 0 128
1126.600428 0 0 128
1126.610391 0 0 128
1126.620354 0 0 128
1126.630317 0 0 128
1126.640280 0 0 128
1126.650243 0 0 128
1126.660207 0 0 128
1126.670170 0 0 128
1126.680133 0 0 128
1126.690096 0 0 128
1126.700059 0 0 128
1126.710022 0 0 128
1126.719985 0 0 128
1126.729948 0 0 128
1126.739911 0 0 128
1126.749874 0 0 128
1126.759837 0 0 128
1126.769801 0 0 128
1126.779764 0 0 128
1126.789727 0 0 128
1126.799690 0 0 128
1126.809653 0 0 128
1126.819616 0 0 128
1126.829579 0 0 128
1126.839542 0 0 128
1126.849505 0 0 128
1126.859468 0 0 128
1126.869431 0 0 128
1126.879395 0 0 128
