5038957056.000000 5070.261751 31.844189
5038957056.000000 5097.592074 31.929898
5038957056.000000 5061.541567 31.816793
5038957056.000000 5152.603687 32.101725
5038957056.000000 5070.723871 31.845640
5038957056.000000 5068.221382 31.837781
5038957056.000000 5107.957972 31.962347
5038957056.000000 5082.245346 31.881798
5038957056.000000 5080.712811 31.876991
5038957056.000000 5113.455300 31.979541
5038957056.000000 5058.136221 31.806088
5038957056.000000 5095.449954 31.923189
5038957056.000000 5055.867097 31.798953
5038957056.000000 5046.050691 31.768068
5038957056.000000 5062.547465 31.819954
5038957056.000000 5121.346912 32.004209
5038957056.000000 5081.278894 31.878767
5038957056.000000 5078.003687 31.868491
5038957056.000000 5070.770323 31.845786
5038957056.000000 5087.506359 31.898296
5038957056.000000 5059.798525 31.811314
5038957056.000000 5079.763871 31.874014
5038957056.000000 5067.558525 31.835699
5038957056.000000 5030.045346 31.717646
5038957056.000000 5102.593364 31.945558
5038957056.000000 5089.792627 31.905462
5038957056.000000 5086.250691 31.894359
5038957056.000000 5062.957972 31.821244
5038957056.000000 5081.838341 31.880522
5038957056.000000 5095.216037 31.922456
5038957056.000000 5139.404240 32.060581
5038957056.000000 5083.872995 31.886903
5038957056.000000 5006.146728 31.642208
5038957056.000000 5032.844240 31.726469
5038957056.000000 5123.119263 32.009746
5038957056.000000 5037.146912 31.740028
5038957056.000000 5076.289954 31.863113
5038957056.000000 5093.546912 31.917227
5038957056.000000 5104.382120 31.951157
5038957056.000000 5075.861751 31.861769
5038957056.000000 5032.089401 31.724090
5038957056.000000 5097.358710 31.929168
5038957056.000000 5094.519263 31.920273
5038957056.000000 5047.381935 31.772258
5038957056.000000 5090.272442 31.906966
5038957056.000000 5043.610138 31.760385
5038957056.000000 5039.947465 31.748850
5038957056.000000 5037.392627 31.740802
5038957056.000000 5114.186728 31.981828
5038957056.000000 5172.569770 32.163861
5038957056.000000 5039.061751 31.746060
5038957056.000000 5044.387281 31.762831
5038957568.000000 5065.313364 31.828645
5038957568.000000 5107.272995 31.960203
5038957568.000000 5052.787465 31.789267
5038957568.000000 5063.729954 31.823670
5038957568.000000 5024.620092 31.700537
5038957568.000000 5122.867097 32.008958
5038957568.000000 5088.118710 31.900215
5038957568.000000 5038.164424 31.743234
5038957568.000000 5028.644240 31.713228
5038957568.000000 5039.072995 31.746096
5038957568.000000 5049.050138 31.777508
5038957568.000000 5034.147465 31.730577
5038957568.000000 5088.936221 31.902778
5038957568.000000 5095.124608 31.922170
5038957568.000000 5088.610138 31.901756
5038957568.000000 5005.227834 31.639304
5038957568.000000 5086.661198 31.895646
5038957568.000000 5111.425991 31.973195
5038957568.000000 5109.593180 31.967462
5038957568.000000 5094.929954 31.921560
5038957568.000000 5101.593180 31.942427
5038957568.000000 4974.506912 31.542057
5038957568.000000 5058.055300 31.805834
5038957568.000000 5077.987281 31.868440
5038957568.000000 5119.764424 31.999264
5038957568.000000 5047.834101 31.773681
5038957568.000000 5024.821935 31.701173
5038957568.000000 5042.547465 31.757038
5038957568.000000 5162.627281 32.132934
5038957568.000000 5067.770323 31.836364
5038957568.000000 5039.472995 31.747356
5038957568.000000 5045.964424 31.767796
5038957568.000000 5119.592627 31.998727
5038957568.000000 5004.284055 31.636321
5038957568.000000 5054.814931 31.795644
5038957568.000000 5039.233733 31.746602
