wavelength,readnoise,dark_counts,sky_counts,target_counts,total_counts
1233.7000,0,3.2505,4.2463e-09,2.191,5.4415
1233.7500,0,3.2505,4.245e-09,2.1921,5.4426
1233.8000,0,3.2505,4.2437e-09,2.1931,5.4436
1233.8500,0,3.2505,4.2424e-09,2.1944,5.4449
1233.9000,0,3.2505,4.2411e-09,2.1957,5.4462
1233.9500,0,3.2505,4.2397e-09,2.1968,5.4473
1234.0000,0,3.2505,4.2384e-09,2.1978,5.4483
1234.0500,0,3.2505,4.2371e-09,2.1989,5.4494
1234.1000,0,3.2505,4.2357e-09,2.2,5.4505
1234.1500,0,3.2505,4.2344e-09,2.2011,5.4516
1234.2000,0,3.2505,4.2331e-09,2.2033,5.4538
1234.2500,0,3.2505,4.2317e-09,2.3687,5.6192
1234.3000,0,3.2505,4.2303e-09,2.3915,5.642
1234.3500,0,3.2505,4.229e-09,2.3926,5.6431
1234.4000,0,3.2505,4.2276e-09,2.3938,5.6443
1234.4500,0,3.2505,4.2263e-09,2.395,5.6455
1234.5000,0,3.2505,4.2249e-09,2.3961,5.6466
1234.5500,0,3.2505,4.2235e-09,2.3973,5.6478
1234.6000,0,3.2505,4.2221e-09,2.3985,5.649
1234.6500,0,3.2505,4.2208e-09,2.3996,5.6501
1234.7000,0,3.2505,4.2194e-09,2.4008,5.6513
1234.7500,0,3.2505,4.218e-09,2.4019,5.6524
1234.8000,0,3.2505,4.2166e-09,2.4031,5.6536
1234.8500,0,3.2505,4.2152e-09,2.4043,5.6548
1234.9000,0,3.2505,4.2138e-09,2.4054,5.6559
1234.9500,0,3.2505,4.2124e-09,2.4066,5.6571
1235.0000,0,3.2505,4.211e-09,2.4305,5.681
1235.0500,0,3.2505,4.2096e-09,2.472,5.7225
1235.1000,0,3.2505,4.2082e-09,2.4732,5.7237
1235.1500,0,3.2505,4.2067e-09,2.4744,5.7249
1235.2000,0,3.2505,4.2053e-09,2.4756,5.7261
1235.2500,0,3.2505,4.2039e-09,2.4768,5.7273
1235.3000,0,3.2505,4.2024e-09,2.4779,5.7284
1235.3500,0,3.2505,4.201e-09,2.4791,5.7296
1235.4000,0,3.2505,4.1996e-09,2.4808,5.7313
1235.4500,0,3.2505,4.1981e-09,2.4819,5.7324
1235.5000,0,3.2505,4.1967e-09,2.4831,5.7336
1235.5500,0,3.2505,4.1952e-09,2.4843,5.7348
1235.6000,0,3.2505,4.1938e-09,2.4855,5.736
1235.6500,0,3.2505,4.1923e-09,2.4866,5.7371
1235.7000,0,3.2505,4.1908e-09,2.4878,5.7383
1235.7500,0,3.2505,4.1894e-09,2.4913,5.7418
1235.8000,0,3.2505,4.1879e-09,2.6095,5.86
1235.8500,0,3.2505,4.1864e-09,2.6165,5.867
1235.9000,0,3.2505,4.1849e-09,2.6177,5.8682
1235.9500,0,3.2505,4.1834e-09,2.619,5.8695
1236.0000,0,3.2505,4.1819e-09,2.6202,5.8707
1236.0500,0,3.2505,4.1804e-09,2.6214,5.8719
1236.1000,0,3.2505,4.179e-09,2.6226,5.8731
1236.1500,0,3.2505,4.1774e-09,2.6239,5.8744
1236.2000,0,3.2505,4.1759e-09,2.6251,5.8756
1236.2500,0,3.2505,4.1744e-09,2.6263,5.8768
1236.3000,0,3.2505,4.1729e-09,2.6276,5.8781
1236.3500,0,3.2505,4.1714e-09,2.6288,5.8793
1236.4000,0,3.2505,4.1699e-09,2.63,5.8805
1236.4500,0,3.2505,4.1684e-09,2.6312,5.8817
1236.5000,0,3.2505,4.1668e-09,2.6324,5.8829
1236.5500,0,3.2505,4.1653e-09,2.7141,5.9646
1236.6000,0,3.2505,4.1638e-09,2.7606,6.0111
1236.6500,0,3.2505,4.1622e-09,2.7619,6.0124
1236.7000,0,3.2505,4.1607e-09,2.7632,6.0137
1236.7500,0,3.2505,4.1591e-09,2.7645,6.015
1236.8000,0,3.2505,4.1576e-09,2.7658,6.0163
1236.8500,0,3.2505,4.156e-09,2.767,6.0175
1236.9000,0,3.2505,4.1544e-09,2.7683,6.0188
1236.9500,0,3.2505,4.1529e-09,2.7696,6.0201
1237.0000,0,3.2505,4.1513e-09,2.7709,6.0214
1237.0500,0,3.2505,4.1497e-09,2.7721,6.0226
1237.1000,0,3.2505,4.1482e-09,2.7734,6.0239
1237.1500,0,3.2505,4.1466e-09,2.7747,6.0252
1237.2000,0,3.2505,4.145e-09,2.7759,6.0264
1237.2500,0,3.2505,4.1434e-09,2.7772,6.0277
1237.3000,0,3.2505,4.1418e-09,2.8171,6.0676
1237.3500,0,3.2505,4.1402e-09,2.9131,6.1636
1237.4000,0,3.2505,4.1386e-09,2.9144,6.1649
1237.4500,0,3.2505,4.137e-09,2.9157,6.1662
1237.5000,0,3.2505,4.1354e-09,2.917,6.1675
1237.5500,0,3.2505,4.1338e-09,2.9184,6.1689
1237.6000,0,3.2505,4.1322e-09,2.9197,6.1702
1237.6500,0,3.2505,4.1306e-09,2.921,6.1715
1237.7000,0,3.2505,4.1289e-09,2.9224,6.1729
1237.7500,0,3.2505,4.1273e-09,2.925,6.1755
1237.8000,0,3.2505,4.1257e-09,2.9356,6.1861
1237.8500,0,3.2505,4.124e-09,2.9933,6.2438
1237.9000,0,3.2505,4.1224e-09,3.2582,6.5087
1237.9500,0,3.2505,4.1207e-09,4.2062,7.4567
1238.0000,0,3.2505,4.1191e-09,6.7929,10.043
1238.0500,0,3.2505,4.1174e-09,12.078,15.328
1238.1000,0,3.2505,4.1158e-09,20.016,23.266
1238.1500,0,3.2505,4.1141e-09,27.692,30.942
1238.2000,0,3.2505,4.1125e-09,31.063,34.314
1238.2500,0,3.2505,4.1108e-09,27.997,31.247
1238.3000,0,3.2505,4.1091e-09,20.456,23.706
1238.3500,0,3.2505,4.1075e-09,12.57,15.82
1238.4000,0,3.2505,4.1058e-09,7.1408,10.391
1238.4500,0,3.2505,4.1041e-09,4.4439,7.6944
1238.5000,0,3.2505,4.1024e-09,3.4432,6.6937
1238.5500,0,3.2505,4.1007e-09,3.1616,6.4121
1238.6000,0,3.2505,4.099e-09,3.1017,6.3522
1238.6500,0,3.2505,4.0973e-09,3.0928,6.3433
1238.7000,0,3.2505,4.0956e-09,3.0928,6.3433
1238.7500,0,3.2505,4.0939e-09,3.0941,6.3446
1238.8000,0,3.2505,4.0922e-09,3.0954,6.3459
1238.8500,0,3.2505,4.0905e-09,3.1621,6.4126
1238.9000,0,3.2505,4.0888e-09,3.2527,6.5032
1238.9500,0,3.2505,4.0871e-09,3.2541,6.5046
1239.0000,0,3.2505,4.0853e-09,3.2555,6.506
1239.0500,0,3.2505,4.0836e-09,3.257,6.5075
1239.1000,0,3.2505,4.0819e-09,3.2584,6.5089
1239.1500,0,3.2505,4.0802e-09,3.2598,6.5103
1239.2000,0,3.2505,4.0784e-09,3.2612,6.5117
1239.2500,0,3.2505,4.0767e-09,3.2627,6.5132
1239.3000,0,3.2505,4.0749e-09,3.2641,6.5146
1239.3500,0,3.2505,4.0732e-09,3.2655,6.516
1239.4000,0,3.2505,4.0714e-09,3.2669,6.5174
1239.4500,0,3.2505,4.0697e-09,3.2683,6.5188
1239.5000,0,3.2505,4.0679e-09,3.2697,6.5202
1239.5500,0,3.2505,4.0661e-09,3.2712,6.5217
1239.6000,0,3.2505,4.0644e-09,3.2726,6.5231
1239.6500,0,3.2505,4.0626e-09,3.274,6.5245
1239.7000,0,3.2505,4.0608e-09,3.2754,6.5259
1239.7500,0,3.2505,4.059e-09,3.2768,6.5273
1239.8000,0,3.2505,4.0572e-09,3.2782,6.5287
1239.8500,0,3.2505,4.0555e-09,3.2796,6.5301
1239.9000,0,3.2505,4.0537e-09,3.281,6.5315
1239.9500,0,3.2505,4.0519e-09,3.2838,6.5343
1240.0000,0,3.2505,4.0501e-09,3.4401,6.6906
1240.0500,0,3.2505,4.0483e-09,3.4646,6.7151
1240.1000,0,3.2505,4.0465e-09,3.4826,6.7331
1240.1500,0,3.2505,4.0447e-09,3.5008,6.7513
1240.2000,0,3.2505,4.0429e-09,3.5209,6.7714
1240.2500,0,3.2505,4.0411e-09,3.5224,6.7729
1240.3000,0,3.2505,4.0393e-09,3.5405,6.791
1240.3500,0,3.2505,4.0375e-09,3.5966,6.8471
1240.4000,0,3.2505,4.0356e-09,3.5981,6.8486
1240.4500,0,3.2505,4.0338e-09,3.5997,6.8502
1240.5000,0,3.2505,4.032e-09,3.6012,6.8517
1240.5500,0,3.2505,4.0302e-09,3.6027,6.8532
1240.6000,0,3.2505,4.0283e-09,3.6042,6.8547
1240.6500,0,3.2505,4.0265e-09,3.6057,6.8562
1240.7000,0,3.2505,4.0247e-09,3.6073,6.8578
1240.7500,0,3.2505,4.0228e-09,3.6088,6.8593
1240.8000,0,3.2505,4.021e-09,3.6103,6.8608
1240.8500,0,3.2505,4.0191e-09,3.6118,6.8623
1240.9000,0,3.2505,4.0173e-09,3.6133,6.8638
1240.9500,0,3.2505,4.0154e-09,3.6893,6.9398
1241.0000,0,3.2505,4.0135e-09,3.7653,7.0158
1241.0500,0,3.2505,4.0117e-09,3.7669,7.0174
1241.1000,0,3.2505,4.0098e-09,3.7684,7.0189
1241.1500,0,3.2505,4.0079e-09,3.77,7.0205
1241.2000,0,3.2505,4.0061e-09,3.7716,7.0221
1241.2500,0,3.2505,4.0042e-09,3.7732,7.0237
1241.3000,0,3.2505,4.0023e-09,3.7747,7.0252
1241.3500,0,3.2505,4.0004e-09,3.7763,7.0268
1241.4000,0,3.2505,3.9985e-09,3.7778,7.0283
1241.4500,0,3.2505,3.9966e-09,3.7794,7.0299
1241.5000,0,3.2505,3.9947e-09,3.781,7.0315
1241.5500,0,3.2505,3.9928e-09,3.7825,7.033
1241.6000,0,3.2505,3.9909e-09,3.9593,7.2098
1241.6500,0,3.2505,3.989e-09,4.0299,7.2804
1241.7000,0,3.2505,3.9871e-09,4.0317,7.2822
1241.7500,0,3.2505,3.9852e-09,4.0346,7.2851
1241.8000,0,3.2505,3.9833e-09,4.0449,7.2954
1241.8500,0,3.2505,3.9813e-09,4.094,7.3445
1241.9000,0,3.2505,3.9794e-09,4.2968,7.5473
1241.9500,0,3.2505,3.9775e-09,4.95,8.2005
1242.0000,0,3.2505,3.9755e-09,6.5494,9.7999
1242.0500,0,3.2505,3.9736e-09,9.4539,12.704
1242.1000,0,3.2505,3.9717e-09,13.186,16.436
1242.1500,0,3.2505,3.9697e-09,16.14,19.39
1242.2000,0,3.2505,3.9678e-09,16.577,19.828
1242.2500,0,3.2505,3.9658e-09,14.216,17.466
1242.3000,0,3.2505,3.9639e-09,10.511,13.762
1242.3500,0,3.2505,3.9619e-09,7.2672,10.518
1242.4000,0,3.2505,3.9599e-09,8.103,11.354
1242.4500,0,3.2505,3.958e-09,4.5237,7.7742
1242.5000,0,3.2505,3.956e-09,4.2425,7.493
1242.5500,0,3.2505,3.954e-09,4.1772,7.4277
1242.6000,0,3.2505,3.952e-09,4.1643,7.4148
1242.6500,0,3.2505,3.9501e-09,4.1637,7.4142
1242.7000,0,3.2505,3.9481e-09,4.1651,7.4156
1242.7500,0,3.2505,3.9461e-09,4.1668,7.4173
1242.8000,0,3.2505,3.9441e-09,4.1685,7.419
1242.8500,0,3.2505,3.9421e-09,4.1851,7.4356
1242.9000,0,3.2505,3.9401e-09,4.3335,7.584
1242.9500,0,3.2505,3.9381e-09,4.339,7.5895
1243.0000,0,3.2505,3.9361e-09,4.3407,7.5912
1243.0500,0,3.2505,3.9341e-09,4.3424,7.5929
1243.1000,0,3.2505,3.9321e-09,4.3441,7.5946
1243.1500,0,3.2505,3.93e-09,4.3459,7.5964
1243.2000,0,3.2505,3.928e-09,4.3476,7.5981
1243.2500,0,3.2505,3.926e-09,4.4567,7.7072
1243.3000,0,3.2505,3.924e-09,4.5387,7.7892
1243.3500,0,3.2505,3.9219e-09,4.5405,7.791
1243.4000,0,3.2505,3.9199e-09,4.5423,7.7928
1243.4500,0,3.2505,3.9179e-09,4.5441,7.7946
1243.5000,0,3.2505,3.9158e-09,4.5459,7.7964
1243.5500,0,3.2505,3.9138e-09,4.5477,7.7982
1243.6000,0,3.2505,3.9117e-09,4.5495,7.8
1243.6500,0,3.2505,3.9097e-09,4.5512,7.8017
1243.7000,0,3.2505,3.9076e-09,4.553,7.8035
1243.7500,0,3.2505,3.9056e-09,4.5548,7.8053
1243.8000,0,3.2505,3.9035e-09,4.5566,7.8071
1243.8500,0,3.2505,3.9014e-09,4.5584,7.8089
1243.9000,0,3.2505,3.8994e-09,4.5601,7.8106
1243.9500,0,3.2505,3.8973e-09,4.5619,7.8124
1244.0000,0,3.2505,3.8952e-09,4.5637,7.8142
1244.0500,0,3.2505,3.8931e-09,4.5654,7.8159
1244.1000,0,3.2505,3.8911e-09,4.5672,7.8177
1244.1500,0,3.2505,3.889e-09,4.569,7.8195
1244.2000,0,3.2505,3.8869e-09,4.5708,7.8213
1244.2500,0,3.2505,3.8848e-09,4.5725,7.823
1244.3000,0,3.2505,3.8827e-09,4.5743,7.8248
1244.3500,0,3.2505,3.8806e-09,4.576,7.8265
1244.4000,0,3.2505,3.8785e-09,4.5778,7.8283
1244.4500,0,3.2505,3.8764e-09,4.5796,7.8301
1244.5000,0,3.2505,3.8743e-09,4.5813,7.8318
1244.5500,0,3.2505,3.8721e-09,4.5831,7.8336
1244.6000,0,3.2505,3.87e-09,4.5848,7.8353
1244.6500,0,3.2505,3.8679e-09,4.5866,7.8371
1244.7000,0,3.2505,3.8658e-09,4.7129,7.9634
1244.7500,0,3.2505,3.8636e-09,4.9404,8.1909
1244.8000,0,3.2505,3.8615e-09,4.9422,8.1927
1244.8500,0,3.2505,3.8594e-09,4.9441,8.1946
1244.9000,0,3.2505,3.8572e-09,4.946,8.1965
1244.9500,0,3.2505,3.8551e-09,4.9479,8.1984
1245.0000,0,3.2505,3.853e-09,4.9497,8.2002
1245.0500,0,3.2505,3.8508e-09,4.9516,8.2021
1245.1000,0,3.2505,3.8487e-09,4.9535,8.204
1245.1500,0,3.2505,3.8465e-09,4.9553,8.2058
1245.2000,0,3.2505,3.8443e-09,4.9572,8.2077
1245.2500,0,3.2505,3.8422e-09,4.9591,8.2096
1245.3000,0,3.2505,3.84e-09,5.0764,8.3269
1245.3500,0,3.2505,3.8378e-09,5.1405,8.391
1245.4000,0,3.2505,3.8357e-09,5.1424,8.3929
1245.4500,0,3.2505,3.8335e-09,5.1444,8.3949
1245.5000,0,3.2505,3.8313e-09,5.1463,8.3968
1245.5500,0,3.2505,3.8291e-09,5.1482,8.3987
1245.6000,0,3.2505,3.8269e-09,5.1501,8.4006
1245.6500,0,3.2505,3.8247e-09,5.152,8.4025
1245.7000,0,3.2505,3.8226e-09,5.154,8.4045
1245.7500,0,3.2505,3.8204e-09,5.1559,8.4064
1245.8000,0,3.2505,3.8182e-09,5.1578,8.4083
1245.8500,0,3.2505,3.816e-09,5.1613,8.4118
1245.9000,0,3.2505,3.8137e-09,5.3353,8.5858
1245.9500,0,3.2505,3.8115e-09,5.3481,8.5986
1246.0000,0,3.2505,3.8093e-09,5.35,8.6005
1246.0500,0,3.2505,3.8071e-09,5.352,8.6025
1246.1000,0,3.2505,3.8049e-09,5.354,8.6045
1246.1500,0,3.2505,3.8027e-09,5.3559,8.6064
1246.2000,0,3.2505,3.8004e-09,5.3579,8.6084
1246.2500,0,3.2505,3.7982e-09,5.3599,8.6104
1246.3000,0,3.2505,3.796e-09,5.3618,8.6123
1246.3500,0,3.2505,3.7937e-09,5.3638,8.6143
1246.4000,0,3.2505,3.7915e-09,5.3658,8.6163
1246.4500,0,3.2505,3.7892e-09,5.4166,8.6671
1246.5000,0,3.2505,3.787e-09,5.5651,8.8156
1246.5500,0,3.2505,3.7848e-09,5.5672,8.8177
1246.6000,0,3.2505,3.7825e-09,5.5692,8.8197
1246.6500,0,3.2505,3.7802e-09,5.5712,8.8217
1246.7000,0,3.2505,3.778e-09,5.5732,8.8237
1246.7500,0,3.2505,3.7757e-09,5.5753,8.8258
1246.8000,0,3.2505,3.7734e-09,5.5773,8.8278
1246.8500,0,3.2505,3.7712e-09,5.5793,8.8298
1246.9000,0,3.2505,3.7689e-09,5.5813,8.8318
1246.9500,0,3.2505,3.7666e-09,5.5833,8.8338
1247.0000,0,3.2505,3.7643e-09,5.5853,8.8358
1247.0500,0,3.2505,3.7621e-09,5.7013,8.9518
1247.1000,0,3.2505,3.7598e-09,5.7966,9.0471
1247.1500,0,3.2505,3.7575e-09,5.7987,9.0492
1247.2000,0,3.2505,3.7552e-09,5.8007,9.0512
1247.2500,0,3.2505,3.7529e-09,5.8028,9.0533
1247.3000,0,3.2505,3.7506e-09,5.8049,9.0554
1247.3500,0,3.2505,3.7483e-09,5.8069,9.0574
1247.4000,0,3.2505,3.746e-09,5.809,9.0595
1247.4500,0,3.2505,3.7437e-09,5.8111,9.0616
1247.5000,0,3.2505,3.7414e-09,5.8132,9.0637
1247.5500,0,3.2505,3.739e-09,5.8152,9.0657
1247.6000,0,3.2505,3.7367e-09,5.8183,9.0688
1247.6500,0,3.2505,3.7344e-09,6.0089,9.2594
1247.7000,0,3.2505,3.7321e-09,6.0424,9.2929
1247.7500,0,3.2505,3.7298e-09,6.0445,9.295
1247.8000,0,3.2505,3.7274e-09,6.0467,9.2972
1247.8500,0,3.2505,3.7251e-09,6.0488,9.2993
1247.9000,0,3.2505,3.7227e-09,6.0509,9.3014
1247.9500,0,3.2505,3.7204e-09,6.0531,9.3036
1248.0000,0,3.2505,3.7181e-09,6.0552,9.3057
1248.0500,0,3.2505,3.7157e-09,6.0575,9.308
1248.1000,0,3.2505,3.7134e-09,6.2331,9.4836
1248.1500,0,3.2505,3.711e-09,6.2849,9.5354
1248.2000,0,3.2505,3.7086e-09,6.2871,9.5376
1248.2500,0,3.2505,3.7063e-09,6.2893,9.5398
1248.3000,0,3.2505,3.7039e-09,6.2915,9.542
1248.3500,0,3.2505,3.7015e-09,6.2937,9.5442
1248.4000,0,3.2505,3.6992e-09,6.2958,9.5463
1248.4500,0,3.2505,3.6968e-09,6.298,9.5485
1248.5000,0,3.2505,3.6944e-09,6.3002,9.5507
1248.5500,0,3.2505,3.692e-09,6.3024,9.5529
1248.6000,0,3.2505,3.6897e-09,6.3046,9.5551
1248.6500,0,3.2505,3.6873e-09,6.3067,9.5572
1248.7000,0,3.2505,3.6849e-09,6.3089,9.5594
1248.7500,0,3.2505,3.6825e-09,6.3111,9.5616
1248.8000,0,3.2505,3.6801e-09,6.3132,9.5637
1248.8500,0,3.2505,3.6777e-09,6.3154,9.5659
1248.9000,0,3.2505,3.6753e-09,6.3176,9.5681
1248.9500,0,3.2505,3.6729e-09,6.3197,9.5702
1249.0000,0,3.2505,3.6705e-09,6.3219,9.5724
1249.0500,0,3.2505,3.6681e-09,6.324,9.5745
1249.1000,0,3.2505,3.6656e-09,6.3262,9.5767
1249.1500,0,3.2505,3.6632e-09,6.3283,9.5788
1249.2000,0,3.2505,3.6608e-09,6.5093,9.7598
1249.2500,0,3.2505,3.6584e-09,6.665,9.9155
1249.3000,0,3.2505,3.6519e-09,6.6672,9.9177
1249.3500,0,3.2505,3.56e-09,6.6695,9.92
1249.4000,0,3.2505,3.098e-09,6.6717,9.9222
1249.4500,0,3.2505,2.5754e-09,6.674,9.9245
1249.5000,0,3.2505,2.1184e-09,6.2694,9.5199
