1132.858 8.20654e-13 6.80502e-14 0 0.515704
1132.868 7.41533e-13 6.46811e-14 0 0.466129
1132.878 8.53876e-13 6.93906e-14 0 0.536915
1132.888 8.14202e-13 6.77509e-14 0 0.512127
1132.898 8.86982e-13 7.07009e-14 0 0.558078
1132.908 8.58604e-13 6.95548e-14 0 0.540390
1132.918 8.63877e-13 6.9758e-14 0 0.543877
1132.928 8.18647e-13 6.79026e-14 0 0.515562
1132.938 8.12733e-13 6.7645e-14 0 0.511995
1132.948 9.0236e-13 7.12598e-14 0 0.568634
1132.958 8.62772e-13 6.96733e-14 0 0.543855
1132.968 8.96136e-13 7.09922e-14 0 0.565061
1132.978 6.99494e-13 6.27345e-14 0 0.441205
1132.988 8.89851e-13 7.07277e-14 0 0.561446
1132.998 8.44729e-13 6.89072e-14 0 0.533142
1133.008 8.66834e-13 6.979e-14 0 0.547262
1133.018 8.38533e-13 6.8635e-14 0 0.529559
1133.028 8.55036e-13 6.92953e-14 0 0.540148
1133.038 9.44412e-13 7.28088e-14 0 0.596794
1133.048 8.71303e-13 6.99303e-14 0 0.550765
1133.058 9.15744e-13 7.16782e-14 0 0.579036
1133.068 1.0497e-12 7.6721e-14 0 0.663942
1133.078 9.20602e-13 7.18497e-14 0 0.582468
1133.088 9.31479e-13 7.2262e-14 0 0.589532
1133.098 8.36147e-13 6.8465e-14 0 0.529360
1133.108 7.96737e-13 6.68272e-14 0 0.504566
1133.117 8.52318e-13 6.91022e-14 0 0.539932
1133.127 7.2362e-13 6.36782e-14 0 0.458545
1133.137 8.18311e-13 6.76933e-14 0 0.518709
1133.147 8.57124e-13 6.92646e-14 0 0.543479
1133.157 8.79186e-13 7.01375e-14 0 0.557641
1133.167 9.4026e-13 7.25147e-14 0 0.596563
1133.177 9.06484e-13 7.11959e-14 0 0.575310
1133.187 8.28068e-13 6.80456e-14 0 0.525705
1133.197 7.94369e-13 6.66426e-14 0 0.504466
1133.207 8.72115e-13 6.98092e-14 0 0.554010
1133.217 8.88529e-13 7.04493e-14 0 0.564611
1133.227 8.43711e-13 6.86462e-14 0 0.536297
1133.237 9.04599e-13 7.10609e-14 0 0.575178
1133.247 9.65536e-13 7.34001e-14 0 0.614113
1133.257 9.81839e-13 7.40029e-14 0 0.624675
1133.267 9.87093e-13 7.41906e-14 0 0.628211
1133.277 9.31137e-13 7.20536e-14 0 0.592782
1133.287 8.19708e-13 6.76102e-14 0 0.522005
1133.297 1.00273e-12 7.47458e-14 0 0.638754
