  3815.723   5.0323e-17   1.7528e-17   6.5822e-17
  3816.601   4.8936e-17   1.7494e-17   6.5693e-17
  3817.479   5.5645e-17   1.7414e-17    6.534e-17
  3818.359    4.971e-17   1.7475e-17   6.3833e-17
  3819.238   4.6204e-17   1.7368e-17   6.4669e-17
  3820.119   1.9241e-17   1.7048e-17   6.4551e-17
  3820.998   3.9014e-17   1.7208e-17   6.3317e-17
  3821.879   3.4791e-17   1.7081e-17   6.2754e-17
  3822.758   2.3845e-17   1.6644e-17   6.0059e-17
  3823.639   3.4824e-17   1.6776e-17   5.5113e-17
  3824.519   5.1027e-17   1.7452e-17   5.2234e-17
  3825.399   6.2535e-17   1.7904e-17   5.4746e-17
  3826.281   2.9465e-17   1.7611e-17   6.3091e-17
  3827.161   1.2459e-17    1.724e-17   7.4304e-17
  3828.043   1.2809e-17   1.7827e-17   8.4703e-17
  3828.924   4.4488e-17   1.8333e-17   9.2741e-17
  3829.807   2.9333e-17   1.7884e-17   1.0007e-16
  3830.688   2.6956e-17   1.7521e-17   1.0031e-16
  3831.569   2.5266e-17   1.6877e-17   9.1816e-17
  3832.453   3.8398e-17    1.656e-17   7.8093e-17
  3833.335   7.3624e-17   1.6718e-17   6.5029e-17
  3834.219   4.7517e-17   1.6344e-17   5.7374e-17
  3835.101   5.4684e-17   1.6871e-17   5.7924e-17
  3835.985   5.9022e-17    1.702e-17   5.8468e-17
  3836.867   5.8644e-17    1.733e-17   5.7032e-17
  3837.750     3.12e-17   1.7185e-17   5.4049e-17
  3838.635   5.8155e-17   1.7538e-17   5.4302e-17
  3839.518    3.256e-17   1.7195e-17     5.98e-17
  3840.404  -4.0781e-18   1.6036e-17   6.9147e-17
  3841.287   4.9636e-18   1.5941e-17     7.75e-17
  3842.173   2.4813e-17   1.6149e-17   7.7692e-17
  3843.057   3.9113e-17   1.6422e-17   7.2323e-17
  3843.941   2.0671e-17   1.6073e-17   6.6306e-17
  3844.827   6.1629e-17   1.6281e-17   6.3098e-17
  3845.712   3.9536e-17   1.5484e-17   5.8016e-17
  3846.599   3.5848e-17   1.5483e-17   4.9437e-17
  3847.484    7.237e-17   1.6276e-17   4.4739e-17
  3848.371   3.3363e-17   1.5893e-17   4.7291e-17
  3849.257   1.2993e-17   1.5886e-17   5.6698e-17
  3850.142   4.4133e-17   1.6575e-17   6.6569e-17
  3851.030   3.7701e-17   1.6629e-17   6.7411e-17
  3851.916   3.4166e-17   1.6381e-17   5.5953e-17
  3852.804   7.0568e-17   1.5986e-17   3.9834e-17
  3853.691   5.1815e-17   1.5344e-17   3.2227e-17
  3854.579   8.1639e-17   1.6077e-17   3.6767e-17
  3855.466   5.7476e-17   1.5853e-17   4.6889e-17
  3856.353   2.9722e-17   1.5672e-17   5.1363e-17
  3857.242   2.8275e-17   1.5615e-17   4.7793e-17
  3858.130   3.1898e-17   1.5814e-17   4.1294e-17
  3859.020    3.681e-17   1.6393e-17   4.2252e-17
  3859.907    4.437e-17   1.6619e-17   5.2544e-17
  3860.797   2.4646e-17   1.6818e-17   6.2287e-17
  3861.686  -2.9653e-20   1.6216e-17   6.2602e-17
  3862.574   4.3314e-17   1.6184e-17   5.5308e-17
  3863.465   7.5069e-17   1.6618e-17   4.8325e-17
  3864.353   5.2437e-17   1.5734e-17   4.1951e-17
  3865.244   2.1693e-17   1.5205e-17   4.1319e-17
  3866.134   5.0176e-17   1.5504e-17   4.3244e-17
  3867.025   7.1924e-17    1.553e-17   4.7211e-17
  3867.915   4.9002e-17   1.4986e-17   4.8316e-17
  3868.805    3.978e-17    1.456e-17    4.212e-17
  3869.697   5.9624e-17    1.516e-17   3.3112e-17
  3870.587   5.6353e-17   1.5008e-17   2.7356e-17
  3871.479   4.1895e-17   1.4501e-17   3.8218e-17
  3872.371   5.2085e-17   1.5223e-17   5.8519e-17
  3873.264   3.4696e-17    1.499e-17   7.3533e-17
  3874.155   1.8735e-17   1.4839e-17   8.1147e-17
  3875.046   4.0112e-17   1.4907e-17   7.7339e-17
  3875.939   5.8083e-17    1.496e-17   6.5557e-17
  3876.831   4.6041e-17    1.492e-17   5.3008e-17
  3877.725   2.7994e-17   1.4874e-17    4.667e-17
  3878.617   2.1979e-17   1.5113e-17   5.0218e-17
  3879.511   2.5568e-17   1.5714e-17   6.0857e-17
  3880.404    4.143e-17   1.5874e-17   6.6564e-17
  3881.297  -1.0776e-17   1.4326e-17   6.6784e-17
  3882.192   5.4105e-19   1.4074e-17   6.1987e-17
  3883.085   3.6567e-17   1.4283e-17   5.2149e-17
  3883.980   4.2994e-17   1.4241e-17   4.2639e-17
  3884.874   5.9301e-17   1.4287e-17   3.9967e-17
  3885.770   4.6036e-17   1.4146e-17   4.4047e-17
  3886.664   1.8431e-17   1.3845e-17   5.0969e-17
  3887.558   4.7684e-17   1.4342e-17   5.6538e-17
  3888.454   2.7497e-17   1.3807e-17   5.6945e-17
  3889.349   3.7176e-17   1.3973e-17   5.4965e-17
  3890.246   2.8625e-17   1.3511e-17   5.1858e-17
  3891.140   2.6708e-17   1.3427e-17   5.0137e-17
  3892.038   1.6118e-17   1.3687e-17   4.9436e-17
  3892.933   6.1264e-17   1.4816e-17   5.1588e-17
  3893.831   4.8292e-17   1.5322e-17   5.6544e-17
  3894.727   7.5885e-18   1.5372e-17   6.1266e-17
  3895.623   1.8096e-17   1.5706e-17   6.1184e-17
  3896.521   3.1562e-17   1.5708e-17   5.6165e-17
  3897.417   3.3007e-17   1.5307e-17   4.9829e-17
  3898.316   3.8874e-17   1.4731e-17   4.7884e-17
  3899.213   5.3886e-17   1.4038e-17   5.3616e-17
  3900.112   5.9308e-17   1.4077e-17   6.3285e-17
  3901.010   3.1185e-17   1.3704e-17   7.0605e-17
  3901.907   6.2557e-17    1.398e-17    7.043e-17
  3902.807   5.3438e-17    1.364e-17   6.7564e-17
  3903.705    3.231e-17   1.3421e-17   7.1425e-17
  3904.605   4.4843e-17   1.3883e-17   8.5362e-17
  3905.503   4.5163e-17    1.417e-17   1.0257e-16
  3906.404   5.6822e-17   1.4607e-17   1.1356e-16
  3907.302   6.1553e-17   1.6691e-17   1.1213e-16
